MessageID,Verdict
<4d8a4b8a-2009-4e2a-88cd-c1c6da6156b6.369m369r@mailscrypt.sale>,phishing
<20250130135259.D65BF530FB@mail1.bostonmarketinggroup.com>,phishing
<CANeqRQyW=pyvsG9LdOyjZfSbux6mj4-heV13_ZppAoynOWu4ZQ@mail.gmail.com>,scam
<20250130135200.AFA6952CD8@mail1.bostonmarketinggroup.com>,phishing
<CANeqRQxegi6_yWoPxnNfB_hxVa4qyuDcCC_rUAFWhNVf+aK3UQ@mail.gmail.com>,scam
<679b83eb.050a0220.8eea.4e33@mx.google.com>,scam
<20250130135008.7DA255308A@mail1.bostonmarketinggroup.com>,phishing
<CANeqRQwKv4fxgoMT3QPsAqZQLV3P4rnf4+6hSFwXHrdo0Uphjw@mail.gmail.com>,scam
<CANeqRQx95Qu4aZz7T-V0zFkfwhM6YYspz9AOfAB8pUZr+v42zw@mail.gmail.com>,scam
<889C68F472E04B60B167064FB8D1A275.MAI@simfer360.com>,scam
<CANeqRQxBND5YeKuFis4ToQUSg8a=R1oOx5VB7R-9v=B1jPCndw@mail.gmail.com>,scam
<CANeqRQzXQbnjP+3v2ZWPjdz9ihuGVeq3EK1_cPrnw1EHcrwk+g@mail.gmail.com>,scam
<89236DD7FB384843AB2869713E813081.MAI@simfer360.com>,scam
<405BE24867E74348BAFD6958234986A8.MAI@simfer360.com>,scam
<CAP9RO7nV2UBKjM-yhn7Nok004Lk7ztEU6yLmuPeb-HWJu4UShQ@mail.gmail.com>,scam
<F3C30ED75635450F8F2181956A913FAB.MAI@simfer360.com>,scam
<454580060.10905014.1738244614865@mail.yahoo.com>,scam
<20250130134220.5B910530AF@mail1.bostonmarketinggroup.com>,phishing
<BA12101C27CC455985A7BA40E2500139.MAI@simfer360.com>,scam
<226DA7E022D047088A9AC0A692A3E0E7.MAI@simfer360.com>,scam
<30629873E6A64A289038DB18E2791C11.MAI@simfer360.com>,scam
<277FF584F8334A66AAD5438F9A8D8CCB.MAI@simfer360.com>,scam
<145d0817cddbd4ae4ed051470386eefb4b659e11e9b92b6d0d82dcf345859491@mx.google.com>,scam
<FB56A32292894EB299C8913C3B6368DF.MAI@simfer360.com>,scam
<762095606.10881838.1738244467500@mail.yahoo.com>,scam
<20250130133650.BF5B7530AA@mail1.bostonmarketinggroup.com>,phishing
<20250130133521.8F30052CC5@mail1.bostonmarketinggroup.com>,phishing
<20250130133352.F282A52CCB@mail1.bostonmarketinggroup.com>,phishing
<CALPE0699=G8nnYd5j0v4zYH-SFPFRVzbmpn2QtgZE6BEoqfb1w@mail.gmail.com>,phishing
<173821393437.374.13631186322913800724@tradesmart24.pl>,phishing
<CALPE06_OAgMUxg6v6hNOr_0tZjso3obrgHretfvaHuRLmh+K7w@mail.gmail.com>,phishing
<07040fd4-88ad-48a2-bc13-600f9db8716e@iad4s12mta1105.xt.local>,bec
<013722023747675863727053028414444738664872627207@novstalle.beauty>,scam
<686330828712643.9.SHO9205219172@marketbestoffer.top>,phishing
<20250130153049.BA5F8FDD8B8C31F8@vloershop.com>,scam
<5C757EFAEC734CCE9DEC77B6AB1ED8E1.MAI@simfer360.com>,scam
<A99D49AE94BD4626AD281757C879C669.MAI@simfer360.com>,scam
<20250130132723.22FA453021@mail1.bostonmarketinggroup.com>,phishing
<20250130132301.6CCA152CD9@mail1.bostonmarketinggroup.com>,phishing
<20250130131934.8B417530F1@mail1.bostonmarketinggroup.com>,phishing
<3899A387B2F44CF999185C07DBEF8501.MAI@simfer360.com>,scam
<679b7c59.170a0220.d5295.3e75@mx.google.com>,scam
<1023519335.281202.1738242990499.JavaMail.zimbra@pjf.mg.gov.br>,scam
<52e39a5f-2975-4b83-a291-3c1438fd1d92.369m369r@mailscrypt.shop>,phishing
<mid-18e2f7e34eebe8ba7eecaff3541ea5d3-2224@cop.shopblazeice.com>,phishing
<mid-27773d934c2e0420c2ca5315dcd6adee-1841@care.comparemycareers.com>,phishing
<CANe==rwLPj71NxGH+qUJ5LZKkinZu27PDGEPvB-HMzGJGHjrzQ@mail.gmail.com>,phishing
<mid-040a4f5c8c49a881779aa5f8cab389db-1694@app.schoolsapps.net>,phishing
<1783259029.197536196.1738242178617.JavaMail.javamailuser@localhost>,malicious
<20250130124916.6B6B08D4B4FA5@mail3.psb-zhilstroy.ru>,scam
<889cff2e-abd7-4b90-80f5-099e2fa53648@AMS1EPF0000004D.eurprd04.prod.outlook.com>,scam
<20250130130500.C545D52CA2@mail1.bostonmarketinggroup.com>,phishing
<869e6087-6f69-42fc-af1b-986fe5b96f18@fra3s50mta13.xt.local>,phishing
<f7146644ffefd5919d46fd7200ef01035b7ff550@gmail.com>,scam
<723cc50a-559c-553d-6701-b3dfa2e4a228@enteli.ru>,malicious
<20250130125924.ED742605AB897@smtp1.kagoya.net>,phishing
<adc4a803f7331912347e37ac25113a46c364e1@gulfpowertc.com>,phishing
<MN2PR14MB2781DB95EBF3E1427E7E80A8F0E92@MN2PR14MB2781.namprd14.prod.outlook.com>,scam
<CAKRDhQpEcA83moFJ7jH6n-5z5=s77ffc3_AYuuWLk2c4B2_pkg@mail.gmail.com>,scam
<20250130125354.13D4C530AF@mail1.bostonmarketinggroup.com>,phishing
<20250130125327.4CFBB52ADC@mail1.bostonmarketinggroup.com>,phishing
<CAK-CYaOBuH=EXog1JjFT=bBc1bztzd7aUJn9hnu+KnnrLPELaQ@mail.gmail.com>,scam
<16FB652F62384EF4A023707266226FB7.MAI@simfer360.com>,scam
<20250130124702.95B3A52CCD@mail1.bostonmarketinggroup.com>,phishing
<CAPsmOadE2+nVfvw_wYF+xNZEvC6ZOjZcEM7=MeDz2v6g7S8wVg@mail.gmail.com>,scam
<79f8a3c6-4335-41ce-9a44-57dece6cef94@armwxoxabpnq.aspieangler.com>,phishing
<801e73cd-82da-483d-a42e-2b35f22097ac@arrzoftjfzvp.birthflowermonths.com>,phishing
<105a7cc9-6616-4f07-8ed8-2cef48d7f139@aryqtjertbcd.birthflowermonths.com>,phishing
<mid-7c18f063d6242429865515f6bdf13821-2202@home.sanitizehomes.com>,phishing
<896831af-29f9-44fd-b796-4b060b5258a6@arealgzfuydi.aspieangler.com>,phishing
<mid-d880ce18e055e41903f0a3baf2a15c8b-1593@pick.studypicker.org>,phishing
<autogen-java-49880f73-2718-4733-8f1e-e84d95af1a3f@google.com>,phishing
<51f16b8e-d808-479e-8edf-fe07aacb5037@ariftcniqaax.aspieangler.com>,phishing
<b4014021-b23e-4b57-84ff-83ff45ddc3fa@aredqwygszcb.aspieangler.com>,phishing
<0.0.15.1F9.1DB73134659C820.0@d13c.emsend1.com>,phishing
<0.1.26.83F.1DB731345779572.0@d13c.emsend1.com>,phishing
<VI1PR03MB5133DA315EEB071BCF3547D4DCE92@VI1PR03MB5133.eurprd03.prod.outlook.com>,phishing
<CAF1ySmSO+e+26bUxwuByZi=CBDus_GQvxroYqmGPWRx93i0+AA@mail.gmail.com>,scam
<20250130122727.9EC0152CEA@mail1.bostonmarketinggroup.com>,phishing
<20250130122603.6ED9D52CCC@mail1.bostonmarketinggroup.com>,phishing
<f64a51ce-685f-473b-9f5a-f864b93f5b9f@BN1PEPF00006001.namprd05.prod.outlook.com>,phishing
<CAEd4HoKr=6Yo1rcRJv7H7TnjLzThdnDvOLiLm2V+D54y0gjq9w@mail.gmail.com>,scam
<CACVdGVyx5hE0jOz1QQJ7N9RxF+GRHfd_K2pWE+m=4S1b4ptajQ@mail.gmail.com>,scam
<CAEd4Ho+hSMH+2APwpymMHwzrL6zVJ0z9=40YBjP++c=T_o+xRA@mail.gmail.com>,scam
<b24b16$4fk8uf@esa2.hc676-42.c3s2.iphmx.com>,scam
<CAEd4HoKb4_7Xzu5i6F-r=PqRP8GY17a21k5TXQt_WjqLBcBE8g@mail.gmail.com>,scam
<20250130122014.0DD0652981@mail1.bostonmarketinggroup.com>,phishing
<b6ba9f3c-18cd-4793-aa08-0010e9a817b6@arzmtrzojore.aspieangler.com>,phishing
<CAOGdeEhNBDduW3e-5TKErKe+ZzYVGbma5P7qhhCTFBkk93R5Og@mail.gmail.com>,scam
<0b13e2b1-9930-41a2-a8ad-b0125a4703f8@araahuijrzlq.aspieangler.com>,phishing
<713530333664727481653727133632667502583053668485@novstalle.beauty>,scam
<CANQ5v3+5GSR=r3QAe3pSD5avwC7KY5sm7vRtbiXuyP9L-N=sxg@mail.gmail.com>,scam
<20250130121047.90C0D53098@mail1.bostonmarketinggroup.com>,phishing
<CAEd4HoLmdPSVGtG92hRaqWJ3a87K4LJxR5-BF_CsYqC7ThdgZw@mail.gmail.com>,scam
<CAEd4HoJrmWycDJa0TTHgW1EM+bnwx9k36v-iwQYuFHHfj8gzNg@mail.gmail.com>,scam
<mid-80d6dc54ab44e85b83166be4a3e2e66a-1561@app.technozappyfashion.com>,phishing
<CACe0hf7A=WCPcrSscE3JjjstwUZvxhcTR_bwFV_3Qeroc1472Q@mail.gmail.com>,bec
<20250130120349.7B44152CD3@mail1.bostonmarketinggroup.com>,phishing
<01010194b7149203-74f495e1-71ec-4a9a-8519-c3f011b03b70-000000@us-west-2.amazonses.com>,bec
<a37d880d-3e64-4391-a80c-4a4a843f2735@arxkpepmetvo.aspieangler.com>,phishing
<69345a7e-8568-4029-b3e5-0a29974cc983@arbiqitsaszr.birthflowermonths.com>,phishing
<CAOd773CyRJVJ00GxGF1qwFNBbLB-9bjqJErVGCVCGe919oQQQA@mail.gmail.com>,scam
<CAKMP2BMXb+Vj55ZO7nKfdw6NaaGY6eFn5ut1ThVN_iokzYOXcA@mail.gmail.com>,scam
<CAOd773A6LOaYE9kQVZW+czUibJJJuXs2F298TYzt83RUwM-tqQ@mail.gmail.com>,scam
<62261A7311DE403FB13ABDE7019BA949.MAI@simfer360.com>,scam
<CAOd773A_ee63fY1824mOoi=O+owPi-HcxEUJVMEkBL-pDarGoA@mail.gmail.com>,scam
<AM6PR03MB394139619299922061B1EB7BBCE92@AM6PR03MB3941.eurprd03.prod.outlook.com>,scam
<03.9D.06866.4576B976@i-0e330fd1f98f33dde.mta1vrest.sd.prd.sparkpost>,phishing
<CALwn9pOpLWaAw6cYrTJkjNhexFvWSD2LKp=OWjbXt0d5+c5nYA@mail.gmail.com>,scam
<a6d1462f-a8e6-47e3-95f4-42a889e810ef@mtl-mta04-out1>,phishing
<CAN6oZN+Pi-F45Woij=8OAtqckpBCXJLRAXv0W9Hn072XHxRakQ@mail.gmail.com>,scam
<309befe1-40b2-4018-9749-c6b48e4210d7@arvogvzohtgh.aspieangler.com>,phishing
<CAN6oZNKUzOy_s9xmPdtG5VejhPLaXWfw6KJ7XvW4v45hsktpLg@mail.gmail.com>,scam
<CAN6oZN+=v42J0vggj1CXqYaOcB54ZF5BP6VHrHZV1KjdM07GGg@mail.gmail.com>,scam
<e160afc1-c76e-4496-80c8-ece283ee1c7c@arphgfhhopar.aspieangler.com>,phishing
<CAN6oZNK2x0N-7D+nnZ68rm0Lx1xu38ZVdeFc3P0x_4+dfHA+9w@mail.gmail.com>,scam
<1563DA99105D4C0E8147E441DDB799E8.MAI@simfer360.com>,scam
<43E9A789E44D4513A8B06A1329043DC3.MAI@simfer360.com>,scam
<ce6960152f5c80de8c5a4271fe6fae7b@angelmail.co.uk>,phishing
<bb68df224fa9a294eb48f87262cc3ca1@angelmail.co.uk>,phishing
<CAJOfZmki-xY13LBmOmsUX5ycMMNDg-ypqN1js2z5Xh5RAYmVFg@mail.gmail.com>,scam
<CAN6oZNKxba0OnMFgNt3135pKu=PM63tZHgc-fEo+3DSq2xn11w@mail.gmail.com>,scam
<9e977aaa-d04d-4105-94ac-a2ef4c6b0afb@arjpmmjebruu.aspieangler.com>,phishing
<b264226d3a4c399fc53c89b47ae9992e@angelmail.co.uk>,phishing
<CAN6oZNJzu8HLgApucZ=ruB+hMVQCLtZjkUV9iTR7tv0ab9GMng@mail.gmail.com>,scam
<6808B683B01247ABBEAE698A863DD7FB.MAI@simfer360.com>,scam
<TYZPR03MB8055E2906BC13DFF088BD4ECA9E92@TYZPR03MB8055.apcprd03.prod.outlook.com>,scam
<CAN6oZNLeUa7feg2hr0sNfwiYr5rNcJC9JVs_2N9cYoh5fwr+Ew@mail.gmail.com>,scam
<CAN6oZNKvQLVYCdFXbkRp_4CFxaaw-uz8VrGRbrfKtAhYKJZRqA@mail.gmail.com>,scam
<CAN6oZNKH3-uq3OxSpUWGxjGt4v4FvsF4OkDJ76sNs-4BXbAUog@mail.gmail.com>,scam
<CAPWME6LTi=YSOvDL7O46W7WWjWm3gROuRkm=TqLLNL=Q_x7TJg@mail.gmail.com>,scam
<a2574fa8-209c-4f62-8c89-eec33c9f656d.369m369r@interpassengerterminalshow.co.in>,phishing
<Share-68927ca1-5061-b000-737b-50d692fbfe26-9e6c824c-b04f-41f1-9717-205533833709-b73826ca-01d8-4470-8e49-176433871632-DispatchToRecipients-PreprocessPayload-SendEmail@odspnotify>,phishing
<20250130082640.M38857@pccu.edu.tw>,scam
<Share-57927ca1-d09a-b000-6986-7c5abc66d6a8-0c723f75-008d-466e-af45-8070b27274ef-87ff69eb-3c49-4ddd-855d-dc2cff6d7ac2-r0-SendEmail@odspnotify>,phishing
<Share-3e927ca1-b067-b000-0717-0c19bbc1fc4b-e88f89e8-966b-4437-bedc-5c0aad5a6a93-b4ff6b54-8571-4395-a5b8-7040318417d2-DispatchToRecipients-PreprocessPayload-SendEmail@odspnotify>,phishing
<CAEKt8HGw7o4HGyu1N79p3sAB+Haxb0400GGVksLTqXdrgpDPZQ@mail.gmail.com>,phishing
<9ed381d463df0d291ca33dfce3947c8d@angelmail.co.uk>,phishing
<248f4c769016c3ef67fd53019d27f1f9614d9a63@gmail.com>,scam
<cb96f388-ffcf-4f84-bedc-b3a287a90808.369m369r@interpassengerterminalshow.co.in>,phishing
<3a75ed4dd8d4efe9e4a6a2494b2aa58e1f0faf02@gmail.com>,scam
<17fd1790-8ea9-4ec3-8c3c-65123f925cfc@AMS1EPF00000042.eurprd04.prod.outlook.com>,bec
<17c39cda5d5b39187a0e26e85346a494@angelmail.co.uk>,phishing
<7bcff4f86178d163a84315db818d63df@angelmail.co.uk>,phishing
<232c849cfe40e720de56ae7ae42ace36@angelmail.co.uk>,phishing
<bac3b20a-2d62-4084-ab94-e6813eda2398@aryvcxuhlwrf.birthflowermonths.com>,phishing
<20250130131901.812E2FFE11DADEC9@vloershop.com>,scam
<9ee9497ed72b4c657c2fe5ca173e528e@angelmail.co.uk>,phishing
<3c34718c69ae48fd9b5749ae59e844a3@angelmail.co.uk>,phishing
<bf576f03-f329-4b18-8790-914a97613cbe@artwmoeqlcuo.aspieangler.com>,phishing
<f73b90e12f0fea1ea4844d77a596c4af@angelmail.co.uk>,phishing
<20250130131240.A2E2C5ED633B26B3@vloershop.com>,scam
<a49525f1a2e4ce639bf3a266e9fcf409@angelmail.co.uk>,phishing
<20250130131048.487CB24BC28D0740@vloershop.com>,scam
<74a0119566e86be498d51f09ce556e02@angelmail.co.uk>,phishing
<CAJALZhVfL09uBpqTJOwiTGKVFm9V9JJ4T=A8iYnTKwQ9_w-NuQ@mail.gmail.com>,scam
<CAJALZhVhSL4k8=ixstQcBP1rp4wcRAcBh+J13i1-XaPKhMRXjQ@mail.gmail.com>,scam
<5730e6d26bd81ec2f855ecb2d45dc68e@angelmail.co.uk>,phishing
<202501292152546.SM9944766@User>,scam
<a48554dd070a6fa40c674ed4c1854420@angelmail.co.uk>,phishing
<CAOkcDji+SNJqvDVCUdX=Vosnde0eAsy2nHkpBmxirMKta__szQ@mail.gmail.com>,scam
<6e7f8c3b1fe30a52037a93f872185d38@angelmail.co.uk>,phishing
<CAOkcDjh0UF706-8T_t-oVrbmNY9Fs6U684V-3dbCAkyQSiOWWg@mail.gmail.com>,scam
<1e6f6a4d-7584-401e-86dd-0f5539b0b735@arjrcocubnsj.aspieangler.com>,phishing
<166bf197-5dfe-4187-b607-85e423c9eec5@CH2PEPF0000009F.namprd02.prod.outlook.com>,phishing
<8d917224286b7aefa759c7f18125bdf1@angelmail.co.uk>,phishing
<20241113154400.F584FC1581A354D5@grocerymanila.com>,phishing
<8bc16892722bca52f33778967ddf033b@angelmail.co.uk>,phishing
<61b27db4-d8ad-43d4-a08c-8efe25ab042d@arfmdqnuzgmd.aspieangler.com>,phishing
<081f57d6-3c54-484e-9824-b9999f19030f@DB1PEPF000509E4.eurprd03.prod.outlook.com>,scam
<b26ec32e7acd0652552bbc83d62a5d3d@angelmail.co.uk>,phishing
<2f08fa09-5657-430a-88e7-f8abf22266e4@ic2enr.org>,bec
<60e351530660eac3c2eb47dfb35e32fda13f03b0@gmail.com>,scam
<db2aa97d-20cf-4bc2-9eb6-da07b33c0548@arefubqizegu.aspieangler.com>,phishing
<837f31ec-c280-4026-b302-a1e44ae51b34@mtl-stage5-out2>,scam
<CAJV4MZY_LsY5ZEpkEo8c_J5Nj4R-NtasH+muRtjpaPuP7LWV4g@mail.gmail.com>,scam
<CAJV4MZYZcCFxJXtvQ5qV3o2pueSMNAQCudxNTvctqOBz=xhoBg@mail.gmail.com>,scam
<3b12de2960372112e38216587cc7600e@dominicos.org>,scam
<dd16e347-e695-43cd-bc13-34fbc6f4aa9b@DB1PEPF000509F3.eurprd02.prod.outlook.com>,scam
<CAAd9W1+YUd2qn6FywV0ty505Tr7FrDeOMh6DseGjcLicjcGTbw@mail.gmail.com>,phishing
<ec538bb3-8676-4752-bb54-8fdf46fc8537@iad4s12mta1107.xt.local>,bec
<502620162567602.8.RCQ1803811401@marketbestoffer.top>,phishing
<173823320037.168761.489538064928605138@wowznizka.pl>,phishing
<Share-288f7ca1-c037-9000-5f1d-224d27879812-afe2a179-9c53-45c7-9f9a-61f3d3ab4430-c5fa02b5-56b0-4107-aa28-e3e8926233bd-r0-SendEmail@odspnotify>,phishing
<671ac37b-3d5a-4b30-8162-062bf6a346f7@CH2PEPF0000013D.namprd02.prod.outlook.com>,phishing
<a1094b9d-8a43-43e5-a209-ebcf9797840e@SA2PEPF00003F66.namprd04.prod.outlook.com>,phishing
<173823254998.168761.14131977029575160941@wowmaniac.pl>,phishing
<256923c5-2af2-4015-a2a8-2645e266e7af@DB3PEPF0000885F.eurprd02.prod.outlook.com>,scam
<28bf85cc365e7a8ee77f69442d196ce1@angelmail.co.uk>,phishing
<CAGsTN1qftGRT0A=sSzm7xUv1OnrAkTPi8pUKqdpTkbGuMH16Yw@mail.gmail.com>,scam
<511F2511821F4D43A189285E01F988F1.MAI@delbravo.com>,phishing
<autogen-java-d6c2d84e-49e7-404b-9e45-1985d4fbfb2c@google.com>,phishing
<ae8d2bb4a904bf848329d3ba4043aabd@angelmail.co.uk>,phishing
<173823209241.168761.12555121272937880188@tgonline.pl>,phishing
<CAFbN+uFHn0XfsH+jmsbyJbU1zqbeGqVSk6s-sHPptEE7nY1HLQ@mail.gmail.com>,bec
<CALt93TOOgg-d8x-kKSSyTCPGRK3Utahz5NLa7mSif2ih+x_mSw@mail.gmail.com>,scam
<2c9272fe0acee4efcc63ca6195516c1734baaf0fa2@robotviet.vn>,phishing
<CAMFKQN9miYaZygFEEFe=O5hNAGRzLJd9GXJC0jren1-fjYRfCA@mail.gmail.com>,scam
<c0b36dd591f9a4dbd276669e8754cb6f@angelmail.co.uk>,phishing
<981cd6b4-ea66-4dac-9cbc-e97337763a52@mtl-mta03-out2>,phishing
<c51ef98361c132a0491eb9c2edbe8704@angelmail.co.uk>,phishing
<173823133743.466.8766335751518478769@investdeal24.pl>,phishing
<a23cd246368f2896c4ad5cbffe6e6820@janapps4.getbizclients.info>,phishing
<369714ed-0aa8-484a-884f-28d521d12fbd@globaltalentlinkup.com>,phishing
<1781cd72-84ff-4b87-9eb6-629ee2256d5d@crosscontinentalhire.com>,phishing
<c0f42995b69ca9bfe987bd67389e31db@angelmail.co.uk>,phishing
<75618ff083b949e03291358c250ecde6@angelmail.co.uk>,phishing
<825c63b12b5f7ed537d280073187f0b1@angelmail.co.uk>,phishing
<57da314d88f8b43839638dbd564734ec@angelmail.co.uk>,phishing
<12fa03a3291b3c6ad4d5e4b8cdd49b11@angelmail.co.uk>,phishing
<7873d5532ec91f1bbc2131365c28b168@angelmail.co.uk>,phishing
<20250130094715.64679d32308cc5d2@us.creditformerchants.com>,phishing
<20250130094757.CDF516B399@mail4.techknowledge.co.jp>,bec
<autogen-java-98e12d05-2d28-4601-8f89-3c71e333b920@google.com>,phishing
<8471fd9e8871c82e3df1c7c5a2fc61d237029af0@gmail.com>,scam
<CeEqqENSSQ-rpJ5Aku1MoA@geopod-ismtpd-27>,phishing
<93b20f25-fe27-442d-944a-18d8d5ad87ed@arvqgvfejmqt.anhuiclub.com>,phishing
<CALg6NENihHB1N9evqrEMP-mP-q9SA_TPSe6Ghugx7-bRL=oFWA@mail.gmail.com>,scam
<3983d575-5202-4cba-a69c-38c914432c95@arbmjzwzmoao.anhuiclub.com>,phishing
<5348506ca278ff97edce2b0105ca35c7@angelmail.co.uk>,phishing
<59f756a07015f6906a0cef508fabc8c8@angelmail.co.uk>,phishing
<21f797e44fb531d1d5ede06287036f1b@angelmail.co.uk>,phishing
<c88eee48-4a0b-47bb-8dde-b62b5f029456@arhztojndrqa.anhuiclub.com>,phishing
<07037ed521efa3a88fb5fc575a2e05062fe34f@unika.co.jp>,phishing
<6ad446c0-a84f-4d99-8493-1cd300aabef4@mtl-mta03-out2>,phishing
<5df27b1818715e9baa135494e63cf530@angelmail.co.uk>,phishing
<44.02.44632.CF34B976@i-032c4ddb854926340.mta3vrest.sd.prd.sparkpost>,phishing
<83.B7.08918.9F34B976@i-09fb6112115ba15a7.mta3vrest.sd.prd.sparkpost>,phishing
<16.A8.00636.9F34B976@i-06e0e913bbbd404ca.mta3vrest.sd.prd.sparkpost>,phishing
<44.6B.55528.AF34B976@i-0f57dec84020e8b55.mta3vrest.sd.prd.sparkpost>,phishing
<16.D4.46470.9F34B976@i-0de4541ffa9d63b93.mta3vrest.sd.prd.sparkpost>,phishing
<A3.E5.46470.CF34B976@i-0de4541ffa9d63b93.mta3vrest.sd.prd.sparkpost>,phishing
<38.C5.23243.CF34B976@i-0930652d0d5a8d122.mta3vrest.sd.prd.sparkpost>,phishing
<4C.06.02455.BF34B976@i-02b5f5623560e453b.mta3vrest.sd.prd.sparkpost>,phishing
<2D.39.00636.BF34B976@i-06e0e913bbbd404ca.mta3vrest.sd.prd.sparkpost>,phishing
<48.95.02455.AF34B976@i-02b5f5623560e453b.mta3vrest.sd.prd.sparkpost>,phishing
<55.2E.08654.BF34B976@i-0edc5b14281b985fe.mta3vrest.sd.prd.sparkpost>,phishing
<DE.BB.53928.8F34B976@i-09b74bc2d02c84ff1.mta3vrest.sd.prd.sparkpost>,phishing
<D5.8F.21891.8F34B976@i-0e69f258622554d3f.mta3vrest.sd.prd.sparkpost>,phishing
<70.B9.47166.7F34B976@i-095329e1785afa256.mta3vrest.sd.prd.sparkpost>,phishing
<1924af39ac89a67a7257c30a135e9534@angelmail.co.uk>,phishing
<c0f84b82271e57e0b140ef02e1dc2ed1@angelmail.co.uk>,phishing
<eb787a4a8e42ba2edd43136068ff10ab@angelmail.co.uk>,phishing
<autogen-java-b7f5b989-9282-4ec1-b3c0-2ff2059311a9@google.com>,phishing
<91caaf99-5e85-4f99-88a7-cd4710b600f8@arwywdllaolq.anhuiclub.com>,phishing
<20250130090316.bf8815cf54870a39@business3.theinsurancequoter.com>,phishing
<bf9a2d1e-4104-49a6-95b2-405d254edfce@uksouthafricatalent.com>,phishing
<084b7f9dc3e02306cee96073aa5a5b54@hexabyte.tn>,scam
<32a01388-d275-4d40-bb83-5f62cd5bfa86@iad4s12mta1103.xt.local>,bec
<20250130090219.2be59f869f1f9a6f@business3.theinsurancequoter.com>,phishing
<1738227662.gmytqnjng4zc2njzgm2dk@email.connessioneinfibra.com>,phishing
<1738227687.gmytqnjng4zc2nzqge3tc@email.connessioneinfibra.com>,phishing
<CAPspghdw2jhc2dr6ZEvXNQ_kmWWTAh7DK49YoKVn3k3LRRTgeQ@mail.gmail.com>,scam
<CAPspghcpmvRXkP5_BrxBuutH6tfXf5FCgeW3p9rYiukYQTy+Sw@mail.gmail.com>,scam
<5a91e789-cd34-4c53-a642-e051e141eccd@ic2enr.org>,bec
<23a39c99-53a2-46a6-be42-cae929115a59@CY4PEPF0000EDD5.namprd03.prod.outlook.com>,phishing
<b24b16$4fk8f1@esa2.hc676-42.c3s2.iphmx.com>,phishing
<b845cd64-4428-sl14-48e9-ab07-52917c570740@polarinsightexperts.network>,phishing
<281ebf87-982b-4ef2-a8d4-5aecd743eef6@mtl-mta03-out2>,phishing
<5916f35d-4fa3-4683-840e-067bb34b7aec@mtl-mta03-out2>,phishing
<b59c707b-c05c-4a13-b6e8-d1283f34311e@iad4s13mta1151.xt.local>,bec
<dcd1380c-1a16-41a9-a4de-ce0b41ab5cc0@arfkfvttsomj.anhuiclub.com>,phishing
<c9a3d6da-16f1-4411-90e7-2b1aca7c5bb3@iad4s13mta1151.xt.local>,bec
<CAPspghfjhx591k_wOOn8cxC4R73FCZA+nuEj=VPmVhhHOeoo4Q@mail.gmail.com>,scam
<20241113154351.98CF2386BF4ECCD4@grocerymanila.com>,phishing
<CAMc0_LgFXRfKhP3UeiN-Ov9GV=-YHWa=gOQ-57XTvjP1m8e6fg@mail.gmail.com>,scam
<CAMce6ukFwmF=3uGFZmtBMosfjBEnmA_wgrNvgDTOHSKiP=wbFg@mail.gmail.com>,scam
<CA+zG5V7f7VubwKPMCozeUC0ru07jcrRmesMmfv9fcn5CMwjU6w@mail.gmail.com>,scam
<CA+xt7q8n-Apuu3HYVhn-zzmy8F_eBkFYcNFa+=O=RHkpaGErMQ@mail.gmail.com>,bec
<CANDU6sQTkevAzbwNN=8GYe4bU6rkjy5=6f3Es1M=1huDb_pNZQ@mail.gmail.com>,phishing
<CALh9OCgnhnCysiXmxmS0trDdjXwf=T+g79VXctyr22E0XHr-Pg@mail.gmail.com>,scam
<CABsyThigsxzO3k+dUmrs+9TAzB-akmkFp08yEbE-1tSugTPrUQ@mail.gmail.com>,scam
<20250130081617.DFE92181F1C@tpi.ac.ru>,scam
<SY4P282MB30616E8FCE9CDA7E7492CE2885E92@SY4P282MB3061.AUSP282.PROD.OUTLOOK.COM>,scam
<1738224728466.0.30929974556703876@yourdomain.com>,bec
<dc16a9b0-2423-41ea-905b-962765f5cdda@mtl-mta03-out2>,phishing
<4up9sobd0rwv.xmnUwUAX2_j4PmtoNnHqmA2@tracking.businessmindservices.com>,malicious
<CAHG1MFMNmkbLtrkY_aTJtw8w5ybStGYUDGWF0nkhcOMiy2sxng@mail.gmail.com>,scam
<CAOtz4U49vUF0op5Em32_0U-rAWD2mx9nF1rUYfu-Fik15Gd=dA@mail.gmail.com>,bec
<b24b16$4fk8cl@esa2.hc676-42.c3s2.iphmx.com>,phishing
<20250130074036.e0dff206cad6b72c@b.lushanotice.com>,phishing
<173822268699.168761.8939922416462605259@wowmaniac.pl>,phishing
<98400e96-78aa-42e5-b0a7-30c191ded28c@useselfwell.com>,phishing
<FC064F2567B39C4F9396DF5400BF58DF@ite-russia.ru>,phishing
<20250130073127.2f6196fd47bf3875@b.lushanotice.com>,phishing
<20250130073153.286dfee119d15223@e.lusha-notice.com>,phishing
<20250130073120.7ed4382138973328@e.lusha-notice.com>,phishing
<20250130073026.27eba56cf006d506@e.lusha-notice.com>,phishing
<CAJrLkcakppgfvXfBHf9dZZmDOLuhh6aZRd5L+hdc_r_E5tdDzQ@mail.gmail.com>,scam
<20250130072846.e84ee0f494d73b1e@e.lusha-notice.com>,phishing
<20250130072739.d99f1e8982084b33@e.lusha-notice.com>,phishing
