Message ID,Verdict,,,,,,,,,,,,,,,
<057801db7403$9a4e0590$ceea10b0$@gmail.com>,scam,,,,,,,,,,,,,,,
<4061e048acff4e10b8d362d0e6174ef0ef9951c3@nsicomm.com>,spam,,,,,,,,,,,,,,,
<bd60663cbe82f2c71f1f3da2e9682e49c473d879@nsicomm.com>,spam,,,,,,,,,,,,,,,
<86753774-a6d7-4e36-b428-b6c24294c1af@mtasv.net>,phishing,,,,,,,,,,,,,,,
<CANnVUfy4Pt4qX2pzS6d16Xtww0VowsHZbAvYs282um43Ksyr9Q@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<KL1PR02MB7524512415E398585070F2FDA4E82@KL1PR02MB7524.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<5e93e85b-2f01-4e2d-afc8-23ced837f4bb@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,,
<4ba5e3b4-1910-451d-a1f0-ee20efd0b225@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,,
<CAHQPy1aDCWMpxEGiYsg3BBQRFexr9L2Eggq+nJb-gooevnWyxw@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<c9cbd09e-b206-4a18-855a-7364d4a61c17@krruuseaassetmanagement.com>,spam,,,,,,,,,,,,,,,
<8a5a387d-aa70-49fb-bacf-0c1ce9438ebb@hireloftconnect.com>,spam,,,,,,,,,,,,,,,
<20250201010857.87211-{13547:20250126134504-13547-47}-0009726@gjb.vip0621.com>,spam,,,,,,,,,,,,,,,
<173834333024.2372630.6322392307610153316@shoptrafficpro.pl>,phishing,,,,,,,,,,,,,,,
<23462025014322B23A25F577-1120F9D5FC@masibg.com>,spam,,,,,,,,,,,,,,,
<4f2722e02f2629e81aef3f0703ad742d@ceulearners.com>,spam,,,,,,,,,,,,,,,
<378573ba-bc44-42cf-8571-be77a50270dc@krruseaasssetmanagement.com>,spam,,,,,,,,,,,,,,,
<PN2P287MB3459A90F7A61C34C309B6259E6E82@PN2P287MB3459.INDP287.PROD.OUTLOOK.COM>,spam,,,,,,,,,,,,,,,
<c5a02db50ff16e4f36094a5a871a68fb@scholararchives.com>,spam,,,,,,,,,,,,,,,
<DB9P191MB193036B94EB0D0627559D734AFE82@DB9P191MB1930.EURP191.PROD.OUTLOOK.COM>,spam,,,,,,,,,,,,,,,
<e186c179958d765fa5bc0af3b56e03163424261a@nsicomm.com>,spam,,,,,,,,,,,,,,,
<0e86471173ebb82e58ba3c282e216900707bd0d8@nsicomm.com>,spam,,,,,,,,,,,,,,,
<6bf5a066-3050-414e-b42e-82e2b7730a26@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<4edfc07f-b07c-sl93-4786-98fe-dd95f11733f6@rialtoconsultants.com>,spam,,,,,,,,,,,,,,,
<bd6668b2-e8ec-4c21-ac28-06952888762c@atl1s11mta418.xt.local>,spam,,,,,,,,,,,,,,,
<4af81e6a-9a43-49a2-8782-735cf7d0c532@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<60cd57fd-6032-4d52-a312-7206be8c2deb@atl1s11mta411.xt.local>,spam,,,,,,,,,,,,,,,
<841585f0-1e91-4155-a126-02634c20d1cd@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<fb34c26f-d027-4a42-a180-4280d579f648@atl1s11mta411.xt.local>,spam,,,,,,,,,,,,,,,
<e4682610-a0d5-4235-986c-64675ffe9819@atl1s11mta411.xt.local>,spam,,,,,,,,,,,,,,,
<83b74784-60a5-42ce-93e3-8f34d61152b9@atl1s11mta411.xt.local>,spam,,,,,,,,,,,,,,,
<3a59c85c-d4c7-49b3-ac82-ce2a2c08fd26@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<013e7b38-e338-48e9-9c86-5a0830068b21@atl1s11mta411.xt.local>,spam,,,,,,,,,,,,,,,
<508622ad-6d5b-49df-abec-21537b074023@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<eb6ee627-9017-49a9-b4e2-e32a01d7d1ee@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<076a037d-efc7-4c35-bce6-94d861c51a5b@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<6b16bba4-07d4-4778-a257-bbff35fccc9f@atl1s11mta411.xt.local>,spam,,,,,,,,,,,,,,,
<9f192d50-281c-48ec-9e1f-aa6611a27549@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<cf7006a1-b193-41f0-8fc8-9413abc4219c@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<8becd574-1c8e-4292-934e-89873089e6c5@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<b9215a07-253c-4a24-ac17-0670c046db78@atl1s11mta411.xt.local>,spam,,,,,,,,,,,,,,,
<1b965819-4a53-4261-8851-af1a36e80607@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<4320331a-063f-46b8-a8eb-b91af0a805cc@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<87e68700-bfd4-4f5c-a57c-22afdac2b995@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<88871fd0-c637-49bb-8a87-19e6baf76ee9@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<a7441609-b607-4643-942a-9c5a6fefc601@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<0b09d4c5-ef3f-4f90-96e8-2d885ce87ef9@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<bfc1a1d8-8991-4209-90e3-314bfe04e440@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<5ca4dbf3-c602-4f0a-9f04-92658f1a45a5@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<88da9db1ecb3b37ec01327fb5ad4e932de2d7371@nsicomm.com>,spam,,,,,,,,,,,,,,,
<CABshJdeQ4qBfrPzHj-ss-E+kiKmgZxM0dkVLtTNRBBjrawz_PA@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<679d02466a329_2c904c3c444992@ip-10-3-14-133.us-east-1.compute.internal.mail>,spam,,,,,,,,,,,,,,,
<36c59ec0934db5dd469ae730a8c2458af064286f@nsicomm.com>,spam,,,,,,,,,,,,,,,
<492de912-05cb-4278-a9e8-36152455ba17@atl1s11mta416.xt.local>,spam,,,,,,,,,,,,,,,
<27233da6-a4ad-4564-bf95-9328126cb9c4@atl1s11mta416.xt.local>,spam,,,,,,,,,,,,,,,
<3f4b69d1-9f7d-42af-b3c7-db2407a33001@atl1s11mta416.xt.local>,spam,,,,,,,,,,,,,,,
<c9129dee-df52-439d-bc2b-8119a1973482@atl1s11mta416.xt.local>,spam,,,,,,,,,,,,,,,
<3909295e-0db6-408d-989e-d22effa15c53@atl1s11mta416.xt.local>,spam,,,,,,,,,,,,,,,
<f47c24d5-af02-4cf5-8cb2-dd8725f57897@atl1s11mta416.xt.local>,spam,,,,,,,,,,,,,,,
<d79988f9597bca6d8a2297132263dbe772a8e509@nsicomm.com>,spam,,,,,,,,,,,,,,,
<63d1ff9a-4ffd-4b73-8187-c0b7eb3e82b3@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<27395304-7e23-4fa3-bc36-f1b1fd583309@atl1s11mta418.xt.local>,spam,,,,,,,,,,,,,,,
<1fd33dea-11ff-4a58-9f19-6efb07f1c00c@atl1s11mta478.xt.local>,spam,,,,,,,,,,,,,,,
<0a06a2d2-82b4-478f-881d-43a79a48f828@atl1s11mta418.xt.local>,spam,,,,,,,,,,,,,,,
<1fd33dea-11ff-4a58-9f19-6efb07f1c00c@atl1s11mta478.xt.local>,spam,,,,,,,,,,,,,,,
<314eb7d7-cc47-4339-bfe4-bab561e295b9@iad4s13mta756.xt.local>,spam,,,,,,,,,,,,,,,
<1fd33dea-11ff-4a58-9f19-6efb07f1c00c@atl1s11mta478.xt.local>,spam,,,,,,,,,,,,,,,
<43b3690d-c27e-493a-8dc3-bbdb81a9e28f@iad4s12mta1042.xt.local>,spam,,,,,,,,,,,,,,,
<98334435-22b9-47bc-8544-700e0713f81e@iad4s12mta812.xt.local>,spam,,,,,,,,,,,,,,,
<c4e4f8ed-5d6e-44da-a35a-319719300742@atl1s11mta407.xt.local>,spam,,,,,,,,,,,,,,,
<06c8c971-49dc-4ede-8fe8-8d7c67976ea7@iad4s13mta750.xt.local>,spam,,,,,,,,,,,,,,,
<01010194bd4e3c2d-fd3b02d4-7b32-43f6-b516-a304594aef22-000000@us-west-2.amazonses.com>,spam,,,,,,,,,,,,,,,
<1652434537.67650.1738342851827.JavaMail.zimbra@fadu.edu.uy>,spam,,,,,,,,,,,,,,,
<ZBRd7bsCRJ6ENASnRngN6w@geopod-ismtpd-5>,spam,,,,,,,,,,,,,,,
<HkngIEhTXN15DZTaF5PDXjjyULgi64AgDUkg6f60uD0@eusacon.hosted.phplist.com>,spam,,,,,,,,,,,,,,,
<20250131165827.0c2352099416b0a0@mca1.creditformerchants.co.uk>,phishing,,,,,,,,,,,,,,,
<2b8d8b8f-18d3-4632-9329-39d2e9029300@yycfacilitysolutions.com>,spam,,,,,,,,,,,,,,,
<tm7GuEkqT8oB3_rXzQ2KZARf5KpZ25MKjLc0GwMouWo.9u-nR1EiJwU9aTKHezybYBV48X4P3Mrx9vFLM1bybE0@focusspot.sa.com>,spam,,,,,,,,,,,,,,,
<01000194bd4a2bf2-08d723aa-4cac-4010-bb8e-4fb35a850405-000000@email.amazonses.com>,spam,,,,,,,,,,,,,,,
<01000194bd4a2c0c-1af6d5a9-612b-4b1f-a099-4f1b40b14ba1-000000@email.amazonses.com>,spam,,,,,,,,,,,,,,,
<brNzYgGHBpDT2TlmpWTLt3i4evgI6NVM5b4hgugY@svtables.com>,spam,,,,,,,,,,,,,,,
<mid-6b4809268c6e3cabd03fdfef125d03b7-2144@full.zenful-living.com>,spam,,,,,,,,,,,,,,,
<MCQD-AZ-APP01NN79xa000049c2@MCQD-AZ-APP01.mcqueensdairies.local>,scam,,,,,,,,,,,,,,,
<AS4P195MB15972301E70A963A4DAED87296E82@AS4P195MB1597.EURP195.PROD.OUTLOOK.COM>,spam,,,,,,,,,,,,,,,
<E1tc68z-000KXF-RF@xn--80afnej5a.xn--p1ai>,scam,,,,,,,,,,,,,,,
<23c6303e-fe0c-4d77-90d2-f730e4bf7b10@cybixaisolutions.com>,spam,,,,,,,,,,,,,,,
<dd1e3aac-9e31-429b-99dc-dc2126913386@acybix.com>,spam,,,,,,,,,,,,,,,
<DBBPR03MB684318582F6E565D805FAE19B3E82@DBBPR03MB6843.eurprd03.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<679cff1dae4b9_23f883bbfe09818315@d85009f2-f11f-43e0-9a44-804f57d3e0ab.mail>,spam,,,,,,,,,,,,,,,
<9IBJZ86BY75ecVLLrGnFkGjyrMzdqgd6t0kunkQfmI@bmcj.journ4u.org>,spam,,,,,,,,,,,,,,,
<bc8913fd-6cd1-4e13-96b1-e51cf6770b89@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,,
<a25c15be38cfe542218bc653c7099a17ca0b@tupieta.com>,spam,,,,,,,,,,,,,,,
<CYBCCAZWT$UAWBWXVTTUUUX@mail-out.via.act-on.net>,spam,,,,,,,,,,,,,,,
<5CDb5eD59VHa8Ljy0NPDrHapgQf1oC4X@click.email.pumpyourincome.com>,spam,,,,,,,,,,,,,,,
<d3a70eb4762417c82e8fc00598927ae1@recruitmentagencyservices.com>,spam,,,,,,,,,,,,,,,
<XATYXYVVW$UAWBWXUCCXABB@mail-out.via.act-on.net>,spam,,,,,,,,,,,,,,,
<0fbb23d0-c528-4319-b5f9-ad91481d4fe9@krruseaassetmannagement.com>,spam,,,,,,,,,,,,,,,
<cf9d8f2d-200a-4144-bc37-909d4da60121@DB1PEPF000509F1.eurprd03.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<46ec5c75-6e61-3e4d-00c2-bb29b47477a2@hp.com>,spam,,,,,,,,,,,,,,,
<48a1d1da-52ff-6ba4-1655-9ebc43d2256c@hp.com>,spam,,,,,,,,,,,,,,,
<CAN7_e_=1AL8ALXWoSc1uJUmbz2cJED7S+YJUzT6KBFHizF0emA@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<!&!AAAAAAAAAAAuAAAAAAAAACCz2o0Ze9dKrp3tBYdNOxQBAMO2jhD3dRHOtM0AqgC7tuYAAAAAAA4AAEYAAAAAAAAAILPajRl710qune0Fh007FAcANK12GHWRl02/bE92lRyHOgEAAAAAAAAAhZgAJ1+eHE+cA59rB4/pZAAAAABl2QAAAQAAAAA=@businesszoneus.com>,spam,,,,,,,,,,,,,,,
<d0f2f831-33f0-437e-b802-1d0349ac725a@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,,
<1738341656.0ade53a3-81d2-477b-888f-ee419a708416@forestaveoutreach.org>,phishing,,,,,,,,,,,,,,,
<!&!AAAAAAAAAAAYAAAAAAAAAFNjh/GMZOxFk0zLC/JFQi3CgAAAEAAAAA0Khqbo97tGp10OTrQ2f/QBAAAAAA==@ukleafletsprint.co.uk>,spam,,,,,,,,,,,,,,,
<b0eb1e0ad99d730709ff318c002edbf0@age-brilliantly.org>,spam,,,,,,,,,,,,,,,
<!&!AAAAAAAAAAAYAAAAAAAAAGR7it+3H4NBpajbKxVSSBLCgAAAEAAAAM8F5i/dugBAs5rH3IpBLoUBAAAAAA==@xuurob.com>,spam,,,,,,,,,,,,,,,
<40c2b629259fc725f4f29ba8bbcead03d5838143@nsicomm.com>,spam,,,,,,,,,,,,,,,
<98fc1f0e-a51d-4ce2-8d2d-51c359558c33@AMS1EPF00000044.eurprd04.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<20250201003807.96333-{13547:20250126134504-13547-47}-0046455@gjb.vip0621.com>,spam,,,,,,,,,,,,,,,
<sQfs2uwmQ2-1ll8FcLcwsQ@geopod-ismtpd-21>,spam,,,,,,,,,,,,,,,
<20250201003247.27872-{13547:20250126134504-13547-47}-0089689@gjb.vip0621.com>,spam,,,,,,,,,,,,,,,
<fb0f4de0-c217-013d-1767-225a7b8aa1c4@garagewarrior.com>,spam,,,,,,,,,,,,,,,
<75bfb7f72588254d37f5606a34e63a9d@osrcj.com>,phishing,,,,,,,,,,,,,,,
<mid-e96f870152e3708d919b9fc408798d4a-2197@find.mindfullhealthfoods.com>,phishing,,,,,,,,,,,,,,,
<20250201003627.20771-{13547:20250126134504-13547-47}-0060259@gjb.vip0621.com>,spam,,,,,,,,,,,,,,,
<zs9UoBDADQioQvZonLr3Eazbqlpu857Xq9igdeiK0@mail-serve.hagro.cn>,spam,,,,,,,,,,,,,,,
<E1020005-181FD430B0D744CB-6FAE53E3@shopify.com>,spam,,,,,,,,,,,,,,,
<f23e2b6a-5b84-4de4-9d59-38841fe90557@coachingacceleratorteam.online>,spam,,,,,,,,,,,,,,,
<9804388246696708923542@DESKTOP-VUAD6L5>,spam,,,,,,,,,,,,,,,
<mid-e8576ea3ceafa608c215e6466d29f4bc-2223@blaze.shopblazeice.com>,phishing,,,,,,,,,,,,,,,
<0.0.E8.9B4.1DB73FDE4652A38.0@mail155.acems3.com>,spam,,,,,,,,,,,,,,,
<60c98372.BAAABpiWDOUAAAAAAAAAAAbYX2IAAAAAXd0AAAAAAA_8MQBnnPuS@mailjet.com>,spam,,,,,,,,,,,,,,,
<8eaa63a0fc8a68ced34550692be35afb@britserbcham.com>,spam,,,,,,,,,,,,,,,
<CABdeJg-Nsyfz6vq4ptfq9vRHXe9_c5KaMsr=GmHEo3f06GUqBg@mail.gmail.com>,bec,,,,,,,,,,,,,,,
<e91cef57-5e9a-5cbc-b31c-35bff9c08a01@hp.com>,spam,,,,,,,,,,,,,,,
<437b4cd9-f512-4873-8d6b-c5c607067dda@atl1s11mta415.xt.local>,spam,,,,,,,,,,,,,,,
<9b57b1d3-83a0-4af5-905b-f90d15b89473@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<03337bbb-97f6-45a1-9d8f-23afae53dda0@atl1s11mta412.xt.local>,spam,,,,,,,,,,,,,,,
<2e247a18-3532-485f-bd23-1d46d397eb01@iad4s13mta746.xt.local>,spam,,,,,,,,,,,,,,,
<518201db73fd$89f00410$9dd00c30$@lnglobal.co.za>,spam,,,,,,,,,,,,,,,
<518201db73fd$89f00410$9dd00c30$@lnglobal.co.za>,spam,,,,,,,,,,,,,,,
<a1871d5d-300c-4cae-bb0e-74ca08ddc79e@iad4s13mta756.xt.local>,spam,,,,,,,,,,,,,,,
<a57f9e77-db7f-4c87-9d95-0b88814dacc1@iad4s13mta748.xt.local>,spam,,,,,,,,,,,,,,,
<5c1e3d59-0af2-4192-adcd-3d27d5e32f16@iad4s13mta752.xt.local>,spam,,,,,,,,,,,,,,,
<3f1e2acb-15e0-4802-9ad5-826eb8a977ce@iad4s13mta1266.xt.local>,spam,,,,,,,,,,,,,,,
<9a57af59-e045-4984-a8a0-33ac1b6670f0@iad4s13mta1266.xt.local>,spam,,,,,,,,,,,,,,,
<d40fb94e-1067-4e97-8e40-4c36541ee248@iad4s13mta752.xt.local>,spam,,,,,,,,,,,,,,,
<dbecc8b5-a577-4650-9117-56080f843096@AMS0EPF000001B7.eurprd05.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<bba1a323-34c2-400e-ab62-ac760891c975@iad4s13mta1266.xt.local>,spam,,,,,,,,,,,,,,,
<E1020005-181FD408D313A452-D323B09B@shopify.com>,spam,,,,,,,,,,,,,,,
<0fef8bd7-4c51-4cf7-9b0d-522b94b5819f@iad4s13mta1272.xt.local>,spam,,,,,,,,,,,,,,,
<d3d7937b-9823-4047-9d1c-b3e4bf3f6cf6@iad4s13mta744.xt.local>,spam,,,,,,,,,,,,,,,
<403658e8-efc7-4370-b628-39872846931b@atl1s11mta417.xt.local>,spam,,,,,,,,,,,,,,,
<89943a0a-ba4e-451f-91f5-ca6a0c52722a@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<1ffc876d-f34c-4290-b9a5-800ac21dc79f@iad4s13mta756.xt.local>,spam,,,,,,,,,,,,,,,
<bd48094c-5c91-423b-b4db-389ef320b71d@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<1b28b8-c0f-679cfad7@environmentamerica.org>,spam,,,,,,,,,,,,,,,
<20250201003057.12559-{13547:20250126134504-13547-47}-0078404@gjb.vip0621.com>,spam,,,,,,,,,,,,,,,
<97c1b51a-fdd2-4a4a-9bff-7858ce44ea17@atl1s11mta475.xt.local>,spam,,,,,,,,,,,,,,,
<20250201003057.12559-{13547:20250126134504-13547-47}-0078404@gjb.vip0621.com>,spam,,,,,,,,,,,,,,,
<a1529276-b1cd-4154-8bd7-4301c02c1787@atl1s11mta478.xt.local>,spam,,,,,,,,,,,,,,,
<1m8hg0.m6kij29h2bcxp3e@news.ilovethisofferforme.uk>,spam,,,,,,,,,,,,,,,
<7b86b091-4753-4963-ad0d-f9ec16ce8e30@atl1s11mta408.xt.local>,spam,,,,,,,,,,,,,,,
<c0a30aed-6ef7-488b-86be-8e073da7ab56@iad4s13mta754.xt.local>,spam,,,,,,,,,,,,,,,
<bc1a083e-30e6-4378-a2eb-da2a3539b7ed@iad4s13mta750.xt.local>,spam,,,,,,,,,,,,,,,
<6be0a807e7efc37d78504a2a4d78f3f0@recruitmentagencyservices.com>,spam,,,,,,,,,,,,,,,
<d133bc4591fe949a426c6cc1432f91d5dca6ed61@projectstheories.com>,spam,,,,,,,,,,,,,,,
<71b10b944658f9fdad1abf9736dc308394587a22@create.sareavaila.email>,bec,,,,,,,,,,,,,,,
<dc04f387-20ad-sl12-4174-95a4-61b35024caec@trycleannetwork.com>,spam,,,,,,,,,,,,,,,
<679cf9ea.5d0a0220.8c4e9.81c8@mx.google.com>,spam,,,,,,,,,,,,,,,
<679cf9ea.5d0a0220.8c4e9.81c8@mx.google.com>,scam,,,,,,,,,,,,,,,
<CAMRQ4mQj8Yv+d2axcyeBppWcV+SbPZuFn4JQEu8Om06-vQ2Vsw@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<6b6af7079e69fdcb6c653e8a3feb62fe@osrcj.com>,phishing,,,,,,,,,,,,,,,
<UZUCZCBVXY$UAWBWXTZBAWAV@mail-out.via.act-on.net>,spam,,,,,,,,,,,,,,,
<CABOiSw8V=deG3aY91S15ocUsaAjSr_VctZnkERu7XBqoY=hJ6Q@mail.gmail.com>,scam,,,,,,,,,,,,,,,
<CABOiSw8V=deG3aY91S15ocUsaAjSr_VctZnkERu7XBqoY=hJ6Q@mail.gmail.com>,scam,,,,,,,,,,,,,,,
<1738340537034.783f8a8830eb7149@teamsynthesis.asia>,spam,,,,,,,,,,,,,,,
<4upa7lfzvvoi.bTaHOUekzC6t4NhSUqlJXA2@tracking.pitch-capital.io>,spam,,,,,,,,,,,,,,,
<mid-f6ae26ef0b2bb5b8e7669c4988c3afb3-2298@bar.ppwebart.com>,spam,,,,,,,,,,,,,,,
<1b98c394db533b2ae76c8b24e5fcbfb18a484bcd@apextouringmail.com>,spam,,,,,,,,,,,,,,,
<1738340521.a73e5360-4341-4a35-9d89-9b572d983503@forestaveoutreach.org>,phishing,,,,,,,,,,,,,,,
<14nrb4d1TRm1N2IZhV2GFg@geopod-ismtpd-28>,spam,,,,,,,,,,,,,,,
<g7V3IFJUTN6zmSQZCu3pHA@geopod-ismtpd-21>,spam,,,,,,,,,,,,,,,
<270101db73fc$127e46e0$377ad4a0$@theconstructionsource.ca>,spam,,,,,,,,,,,,,,,
<oDm-W000000000000000000000000000000000000000000000SQYO1900vMsgJAJ1TiGUcQ3lVbxZ3Q@sfdc.net>,spam,,,,,,,,,,,,,,,
<Plxpz000000000000000000000000000000000000000000000SQYO1900yFfG5Te6SOC7w1q0qDC2Fg@sfdc.net>,spam,,,,,,,,,,,,,,,
<keWfL000000000000000000000000000000000000000000000SQYO1900KJgWW0HbS_-66WHHpnRM6A@sfdc.net>,spam,,,,,,,,,,,,,,,
<dbf195b3d2d634a812935d2f8a7046a3bf8826b4@nsicomm.com>,spam,,,,,,,,,,,,,,,
<cefea9d7ff3a7d1295071a8a2989730a63cd8551@apextouringmail.com>,spam,,,,,,,,,,,,,,,
<yxa80a5M71gG5qN8JfYxDULjd17OemWkrxNdasg@eusacon.hosted.phplist.com>,spam,,,,,,,,,,,,,,,
<SEZtg000000000000000000000000000000000000000000000SQYNYC00Wub9y2GSSQiTFqnanedECA@sfdc.net>,spam,,,,,,,,,,,,,,,
<077129ad-1d48-45ba-a5f9-750d6efab416@krruseeassettmanagement.com>,spam,,,,,,,,,,,,,,,
<Jm5Ge000000000000000000000000000000000000000000000SQYNYC0054ZZdMYOQGSesNkm5WGzRA@sfdc.net>,spam,,,,,,,,,,,,,,,
<LnAKJObeHgT1Wuhx4ws0D2B3CSDYMdjCl0tDtQisA@eusacon.hosted.phplist.com>,spam,,,,,,,,,,,,,,,
<mid-7f3318cd45a07d04114c99c947dad7e4-1873@ship.bagaleadership.com>,spam,,,,,,,,,,,,,,,
<e78f6d95b36289dfa0dd6eab92b08494928d59d8@nsicomm.com>,spam,,,,,,,,,,,,,,,
<39409217fce05a5ccb91043ea90a277f8c5da1c7@apextouringmail.com>,spam,,,,,,,,,,,,,,,
<c40548eecd3661114ee07af81df4b488ba8b1e6f@apextouringmail.com>,spam,,,,,,,,,,,,,,,
<X-e3J000000000000000000000000000000000000000000000SQYNTD00L-n56DX3QlSrxBfuOe6cWw@sfdc.net>,spam,,,,,,,,,,,,,,,
<739ae5b2ac8fea8e30273edfa6c816de2b298c4a@explore.omainnman.email>,bec,,,,,,,,,,,,,,,
<0xCN9000000000000000000000000000000000000000000000SQYNTC00pXricE7ASLecsR5FntCqPw@sfdc.net>,spam,,,,,,,,,,,,,,,
<kqj60000000000000000000000000000000000000000000000SQYNTD008En5-fZRT6G_29BLAENyuA@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00YnT5p7o2RGmb2oxFZx2q2w@sfdc.net>,spam,,,,,,,,,,,,,,,
<kqj60000000000000000000000000000000000000000000000SQYNTD00vc4ZsFhYTKmbd31a3M8q2w@sfdc.net>,spam,,,,,,,,,,,,,,,
<kqj60000000000000000000000000000000000000000000000SQYNTD00jJ_ZO2exQDSKP6ru098GiA@sfdc.net>,spam,,,,,,,,,,,,,,,
<L-hTJ000000000000000000000000000000000000000000000SQYNTC0072RJwQlnSd6u9rp7PWr2Kw@sfdc.net>,spam,,,,,,,,,,,,,,,
<X-e3J000000000000000000000000000000000000000000000SQYNTD00WOGhsbfoRRG1-FhDgWLRXg@sfdc.net>,spam,,,,,,,,,,,,,,,
<0xCN9000000000000000000000000000000000000000000000SQYNTC00-50eNEQNT0eQADwdTgeTsg@sfdc.net>,spam,,,,,,,,,,,,,,,
<0xCN9000000000000000000000000000000000000000000000SQYNTC00VQRkBDGgT461G-K6mLV-mw@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00otjeG0hmTbqauzbslH9jNg@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00zJXjOAIhR9mi2zsaHLkBKQ@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00KjS4NvWXS02PBDKjr5F_sQ@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00tKAdgc8XSKKAmthJK12kKg@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00tRQ9QW8uQnG5Q72hP2CBew@sfdc.net>,spam,,,,,,,,,,,,,,,
<kqj60000000000000000000000000000000000000000000000SQYNTD00AKPXkttUTlusnTxeLt3PAg@sfdc.net>,spam,,,,,,,,,,,,,,,
<lTRId000000000000000000000000000000000000000000000SQYNTC009fqhiWHJQR2qc6d_YSv69Q@sfdc.net>,spam,,,,,,,,,,,,,,,
<0xCN9000000000000000000000000000000000000000000000SQYNTC00DrLoXGA8T7-ToR2BbEHYmA@sfdc.net>,spam,,,,,,,,,,,,,,,
<0xCN9000000000000000000000000000000000000000000000SQYNTC00JkYPa2VfTAG0OCgGB14Yng@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00erNn5L5aRlukL8wK0rSxKg@sfdc.net>,spam,,,,,,,,,,,,,,,
<Iqbar000000000000000000000000000000000000000000000SQYNTC00aiRbQf1RQJe5h_8_8VmGyA@sfdc.net>,spam,,,,,,,,,,,,,,,
<0xCN9000000000000000000000000000000000000000000000SQYNTC00MMbhpH7PR6ufZfwsxmyMgg@sfdc.net>,spam,,,,,,,,,,,,,,,
<kqj60000000000000000000000000000000000000000000000SQYNTD00QTb23m2lQnWmXYBKOc78iA@sfdc.net>,spam,,,,,,,,,,,,,,,
<L-hTJ000000000000000000000000000000000000000000000SQYNTC00as4FK5bDTRCinjt6AQ4Hzw@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00VLZN-PXXQaa6GNGcvQlEBQ@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00P5IhLFIPT7asIVzWsUUkTw@sfdc.net>,spam,,,,,,,,,,,,,,,
<ow90I000000000000000000000000000000000000000000000SQYNTD00BVv5ECVrRECTleQxh6iZxw@sfdc.net>,spam,,,,,,,,,,,,,,,
<X-e3J000000000000000000000000000000000000000000000SQYNTD00ikTmg3xATayJpZAq3aK_cg@sfdc.net>,spam,,,,,,,,,,,,,,,
