Region,Platform,Image,RemoteIP,LocalIP,TimeGenerated,Subscription,Cloud
eu-west-1,windows,ami-09367cb512d8a2ee4,3.252.189.25,10.0.1.141,23/06/2023 08:48,arup-ukimea-ddb-prod,AWS
eu-west-1,linux,ami-0437b321a233cc53c,3.252.217.145,192.168.68.60,09/12/2024 04:36,arup-ukimea-ade-pi-dev-test,AWS
eu-west-1,linux,ami-0450bfd9dee9bca43,3.252.66.214,10.0.2.47,31/01/2025 16:51,arup-global-test,AWS
eu-west-1,windows,ami-0331a56cb690cdc34,3.253.155.206,10.0.2.126,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
eu-west-1,windows,ami-00dfa96e20f0f3401,3.254.158.241,10.0.2.184,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
eu-west-1,windows,ami-0a52bfa95ab2731b2,3.254.211.15,10.0.2.169,04/10/2024 10:12,arup-global-oasys-automation-prod,AWS
eu-west-1,windows,ami-0a0bc85957bac5194,3.255.132.73,10.0.3.152,10/01/2025 10:35,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-06935448000742e6b,3.255.199.82,10.0.102.154,27/09/2024 01:52,arup-ukimea-dhub-prod,AWS
eu-west-1,linux,ami-06ce3edf0cff21f07,3.255.94.236,10.119.5.12,11/02/2021 11:22,arup-ukimea-nwy-devopps-prod,AWS
ap-southeast-2,linux,ami-09825374904820651,3.26.26.147,10.124.0.40,16/02/2023 04:19,arup-management-master,AWS
eu-central-1,linux,ami-0594d7ac31b7b7cbf,3.64.103.199,10.0.2.121,12/01/2025 03:25,arup-eur-germany-cfd-prod,AWS
eu-central-1,linux,ami-0594d7ac31b7b7cbf,3.67.28.235,10.0.2.70,28/06/2024 08:32,arup-eur-germany-cfd-prod,AWS
eu-central-1,linux,ami-0594d7ac31b7b7cbf,3.74.104.114,10.0.2.222,26/06/2024 15:56,arup-eur-germany-cfd-prod,AWS
eu-central-1,linux,ami-0594d7ac31b7b7cbf,3.75.158.79,10.0.2.161,28/07/2024 23:02,arup-eur-germany-cfd-prod,AWS
eu-central-1,linux,ami-0594d7ac31b7b7cbf,3.76.167.3,10.0.2.144,29/10/2024 11:19,arup-eur-germany-cfd-prod,AWS
eu-central-1,linux,ami-0594d7ac31b7b7cbf,3.77.206.141,10.0.1.100,12/01/2025 03:25,arup-eur-germany-cfd-prod,AWS
eu-central-1,linux,ami-0594d7ac31b7b7cbf,3.79.133.227,10.0.2.147,27/11/2024 17:12,arup-eur-germany-cfd-prod,AWS
us-east-1,linux,ami-0022f774911c1d690,3.82.51.11,10.123.68.10,23/05/2022 19:15,arup-amr-ade-apps-prod,AWS
us-east-1,linux,ami-0aeeebd8d2ab47354,3.92.65.156,10.122.178.56,18/08/2021 14:48,AMX Digital,AWS
ca-central-1,linux,ami-0c6d358ee9e264ff1,3.96.243.29,10.0.2.159,12/09/2024 16:54,arup-amx-oncorr-ai-dev,AWS
ca-central-1,windows,ami-07553bd4d4f4de5c6,3.96.29.42,10.0.2.58,26/11/2024 16:39,arup-amx-oncorr-ai-dev,AWS
us-east-1,linux,ami-0ad7e69b609c9bdaa,34.201.152.36,10.122.177.67,11/02/2021 11:24,AMX Digital,AWS
us-east-1,linux,ami-0e001c9271cf7f3b9,34.201.55.149,10.0.3.191,12/06/2024 19:55,arup-amx-vdot-shared-dev,AWS
us-east-1,linux,ami-bcbfb9c7,34.204.158.226,100.64.127.253,11/02/2021 11:25,arup-networking,AWS
us-east-1,linux,ami-01cc34ab2709337aa,34.205.142.151,10.122.179.24,09/11/2021 17:15,AMX Digital,AWS
us-west-2,linux,ami-04b762b4289fba92b,34.219.163.190,10.0.1.20,11/02/2021 11:18,arup-amx-atr-dev-test,AWS
eu-west-1,linux,ami-057b6e529186a8233,34.240.194.94,10.119.3.17,30/08/2023 12:24,arup-eur-ams-digital-prod,AWS
eu-west-1,linux,ami-0d4edc9acce4f3bb8,34.240.206.7,10.0.101.83,06/11/2024 19:18,arup-eur-irl-cfd-prod,AWS
eu-west-1,linux,ami-0d4edc9acce4f3bb8,34.240.77.189,10.0.101.53,30/04/2024 16:08,arup-eur-irl-cfd-prod,AWS
eu-west-1,windows,ami-00dfa96e20f0f3401,34.242.162.137,10.0.2.215,06/02/2025 00:02,arup-global-oasys-automation-prod,AWS
eu-west-1,windows,ami-0cee43a048e77eb6b,34.243.59.134,10.0.2.83,24/08/2023 08:43,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-0450bfd9dee9bca43,34.244.125.27,10.0.3.110,31/01/2025 16:51,arup-global-test,AWS
eu-west-1,linux,ami-096800910c1b781ba,34.244.15.187,10.0.1.238,10/10/2022 20:23,arup-ukimea-inspire-prod,AWS
eu-west-1,linux,ami-07a4c6232c4e5a0ec,34.244.70.195,10.0.2.153,04/01/2025 15:28,arup-ukimea-pi-prod,AWS
eu-west-1,windows,ami-0331a56cb690cdc34,34.244.75.32,10.0.2.202,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
eu-west-1,windows,ami-0331a56cb690cdc34,34.245.189.209,10.0.2.119,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
eu-west-1,windows,ami-0a51ebad5dc32520e,34.247.13.61,10.0.2.153,21/01/2025 09:12,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-080549aec8d628cee,34.247.61.115,172.31.44.127,01/12/2021 21:29,arup-ukimea-ade-pi-dev-test,AWS
eu-west-1,windows,ami-00dfa96e20f0f3401,34.252.204.134,10.0.2.241,06/02/2025 00:02,arup-global-oasys-automation-prod,AWS
eu-west-1,windows,ami-0331a56cb690cdc34,34.253.225.118,10.0.2.38,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-07a4c6232c4e5a0ec,34.253.252.43,10.0.2.134,14/01/2025 07:51,arup-ukimea-pi-prod,AWS
eu-west-1,windows,ami-05d047f38a4eb1269,34.254.223.31,10.0.2.200,26/11/2024 14:53,arup-global-oasys-automation-prod,AWS
eu-west-1,windows,ami-02a85d6454c9e1601,34.255.191.177,10.0.2.32,31/01/2025 03:54,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-02ddbdbadd6e3805e,34.255.61.236,10.119.3.84,11/02/2021 11:23,arup-eur-ams-digital-prod,AWS
us-east-1,linux,ami-02354e95b39ca8dec,35.175.217.233,10.122.179.204,11/02/2021 11:24,AMX Digital,AWS
eu-west-2,linux,ami-0837dc6a4bf604db7,35.179.144.99,172.31.7.79,05/02/2025 20:16,arup-ukimea-dsa-floodlight-dev-test,AWS
eu-west-2,linux,ami-0aa9ffd4190a83e11,35.179.153.8,10.0.1.219,05/02/2025 08:02,arup-ukimea-giraffe-prod,AWS
canadacentral,linux,canonical-0001-com-ubuntu-server-jammy-22_04-lts-gen2-22.04.202410020,4.172.208.228,10.0.3.4,19/11/2024 19:04,arup-it-production-open,AZURE_ARM
canadacentral,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,4.172.249.163,10.187.1.20,29/05/2024 10:59,arup-it-core,AZURE_ARM
australiasoutheast,linux,ribboncommunications-ribbon_sbc_swe-lite_vm-ribbon_sbc_swe-lite_vm_release-12.0000.029,4.198.73.223,10.61.121.4,16/05/2024 21:57,arup-it-production-open,AZURE_ARM
canadacentral,linux,canonical-0001-com-ubuntu-server-jammy-22_04-lts-gen2-22.04.202409130,4.204.8.249,10.0.3.4,19/09/2024 08:07,arup-it-dev,AZURE_ARM
canadacentral,linux,cisco-cisco-c8000v-17_06_03a-byol-17.06.0320220429,4.206.202.156,10.187.2.21,22/02/2023 10:21,arup-it-core,AZURE_ARM
japaneast,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,4.215.197.8,10.203.1.69,26/07/2024 13:07,arup-it-core,AZURE_ARM
japaneast,linux,cisco-cisco-asav-asav-azure-byol-9142215.0.0,4.216.171.96,10.203.10.20,26/04/2023 06:35,arup-it-production-open,AZURE_ARM
southafricanorth,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,4.222.185.124,10.95.1.68,27/06/2024 10:45,arup-it-core,AZURE_ARM
canadaeast,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,4.239.107.209,10.187.129.20,29/05/2024 13:04,arup-it-core,AZURE_ARM
canadaeast,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,4.248.54.191,10.187.129.21,29/05/2024 13:04,arup-it-core,AZURE_ARM
northeurope,linux,cisco-cisco-csr-1000v-16_12-byol-16.12.120190816,40.113.36.88,10.251.2.20,13/10/2021 12:03,arup-it-core,AZURE_ARM
southafricawest,linux,cisco-cisco-c8000v-17_06_03a-byol-17.06.0320220429,40.117.9.217,10.95.130.21,14/03/2024 12:55,arup-it-core,AZURE_ARM
southafricawest,linux,cisco-cisco-c8000v-17_06_03a-byol-17.06.0320220429,40.117.9.244,10.95.130.20,14/03/2024 12:55,arup-it-core,AZURE_ARM
southcentralus,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,40.124.140.135,10.190.129.20,28/05/2024 14:15,arup-it-core,AZURE_ARM
southafricanorth,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,40.127.12.83,10.95.1.69,27/06/2024 10:45,arup-it-core,AZURE_ARM
uksouth,windows,MicrosoftWindowsServer-WindowsServer-2019-Datacenter-17763.4974.231003,40.81.128.190,10.126.127.107,28/09/2024 02:09,arup-it-production-open,AZURE_ARM
australiaeast,linux,cisco-cisco-csr-1000v-17_3_2-byol-17.3.220201106,40.82.213.40,10.61.130.21,25/01/2023 09:28,arup-it-core,AZURE_ARM
westus,linux,cisco-cisco-c8000v-17_06_03a-byol-17.06.0320220429,40.83.179.165,10.191.130.21,01/03/2023 12:32,arup-it-core,AZURE_ARM
westus,linux,cisco-cisco-c8000v-17_06_03a-byol-17.06.0320220429,40.86.162.101,10.191.130.20,01/03/2023 12:32,arup-it-core,AZURE_ARM
ap-east-1,linux,ami-01412724cbc6252ef,43.198.130.224,10.0.3.221,28/08/2024 09:40,arup-ear-aiib-dev-test,AWS
ap-east-1,linux,ami-0a1e5cca1fa999d46,43.198.65.16,10.0.1.207,09/06/2023 08:26,arup-ear-transport-cdp-dev-test,AWS
ap-east-1,linux,ami-0d564a68f64a7542e,43.198.8.225,10.0.14.198,26/08/2024 07:17,arup-ear-noise-ai-app-prod,AWS
ap-east-1,linux,ami-08d062d1755c98ea2,43.199.48.196,10.0.3.155,26/11/2024 20:07,arup-ear-aiib-dev-test,AWS
eu-west-1,windows,ami-0b6f2b8edc900e689,46.137.46.132,10.0.2.131,16/12/2024 14:10,arup-global-oasys-automation-prod,AWS
eu-west-1,windows,ami-06938675032090695,46.137.59.101,10.122.96.99,03/11/2021 10:59,arup-aws-security-logs,AWS
westeurope,linux,canonical-0001-com-ubuntu-server-focal-20_04-lts-gen2-20.04.202302090,51.105.246.251,10.0.0.4,31/10/2023 08:56,arup-it-dev,AZURE_ARM
uksouth,windows,MicrosoftWindowsServer-WindowsServer-2019-Datacenter-17763.4737.230802,51.11.165.215,10.126.113.52,09/08/2023 13:21,arup-it-production-open,AZURE_ARM
uksouth,linux,cisco-cisco-csr-1000v-16_12-byol-16.12.120190816,51.11.187.204,10.126.2.21,13/10/2021 12:03,arup-it-core,AZURE_ARM
uksouth,linux,cisco-cisco-csr-1000v-16_12-byol-16.12.120190816,51.11.187.226,10.126.2.26,13/10/2021 12:03,arup-it-core,AZURE_ARM
swedencentral,windows,MicrosoftWindowsServer-WindowsServer-2019-datacenter-gensecond-17763.5122.231109,51.12.250.92,10.0.0.4,07/12/2023 17:25,ITG Automation,AZURE_ARM
westeurope,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,51.136.110.13,10.251.129.21,16/04/2024 13:45,arup-it-core,AZURE_ARM
westeurope,linux,cisco-cisco-csr-1000v-17_3_1a-byol-17.3.120201009,51.136.114.141,10.251.130.21,26/03/2022 00:44,arup-it-core,AZURE_ARM
ukwest,linux,ribboncommunications-ribbon_sbc_swe-lite_vm-ribbon_sbc_swe-lite_vm_release-12.110147.00,51.140.224.130,10.126.213.4,04/08/2023 06:25,arup-it-production-open,AZURE_ARM
ukwest,linux,cisco-cisco-csr-1000v-16_12-byol-16.12.120190816,51.140.230.10,10.126.130.21,13/10/2021 12:03,arup-it-core,AZURE_ARM
ukwest,linux,Canonical-UbuntuServer-18.04-LTS-18.04.201811010,51.141.100.102,10.0.0.4,13/10/2021 12:06,Arup-IT-UKMEA-Shared-PR,AZURE_ARM
ukwest,linux,cisco-cisco-csr-1000v-16_12-byol-16.12.120190816,51.141.47.216,10.126.130.20,13/10/2021 12:03,arup-it-core,AZURE_ARM
ukwest,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,51.141.67.55,10.126.129.21,12/06/2024 11:07,arup-it-core,AZURE_ARM
ukwest,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,51.141.79.8,10.126.129.20,12/06/2024 11:07,arup-it-core,AZURE_ARM
ukwest,windows,MicrosoftWindowsServer-WindowsServer-2019-Datacenter-17763.4499.230621,51.142.155.39,10.126.209.4,28/06/2023 04:09,arup-it-production-open,AZURE_ARM
uksouth,windows,arup-nerdio-prod-rg|nerdio_gallery_win11_23h2-AZWVDW11BIMBASE-8989d534-fc7f-4388-8dd6-4a8be6a38f88-1.0.0,51.143.189.166,10.126.127.125,22/05/2024 06:52,arup-it-production-open,AZURE_ARM
uksouth,linux,Canonical-UbuntuServer-18.04-LTS-18.04.202101290,51.143.232.247,10.126.80.212,05/10/2024 02:00,arup-it-uat,AZURE_ARM
uksouth,linux,Canonical-0001-com-ubuntu-server-focal-20_04-lts-gen2-20.04.202402290,51.145.98.9,10.0.3.4,12/03/2024 10:27,arup-it-production-open,AZURE_ARM
northeurope,linux,cisco-cisco-asav-asav-azure-byol-913.1.0,52.138.179.161,10.251.114.12,13/10/2021 12:19,arup-it-production-open,AZURE_ARM
eastasia,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,52.139.152.233,10.205.1.68,09/09/2024 08:38,arup-it-core,AZURE_ARM
southcentralus,linux,cisco-cisco-ftdv-ftdv-azure-byol-640110.0.0,52.152.26.138,10.190.130.70,13/10/2021 12:03,arup-it-core,AZURE_ARM
southcentralus,linux,cisco-cisco-ftdv-ftdv-azure-byol-640110.0.0,52.152.26.177,10.190.130.69,13/10/2021 12:03,arup-it-core,AZURE_ARM
australiasoutheast,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,52.158.135.66,10.61.1.20,04/07/2024 14:30,arup-it-core,AZURE_ARM
northeurope,linux,cisco-cisco-csr-1000v-16_9-byol-16.9.320190501,52.158.33.75,10.251.251.5,13/10/2021 12:03,arup-it-core,AZURE_ARM
northeurope,linux,cisco-cisco-csr-1000v-16_9-byol-16.9.320190501,52.158.40.106,10.251.251.4,13/10/2021 12:03,arup-it-core,AZURE_ARM
eu-west-1,linux,ami-0bb3fad3c0286ebd5,52.16.128.24,10.122.97.161,23/09/2021 05:02,arup-aws-security-logs,AWS
westeurope,windows,MicrosoftWindowsDesktop-Windows-10-20h1-pro-19041.1288.2110060448,52.166.174.137,10.3.0.4,14/10/2021 10:17,DW-DEV,AZURE_ARM
northeurope,linux,RG_auto-build_1|CiscoContentSecurity-esa-15-0-0-104-15.0.0,52.169.164.18,10.251.123.6,29/04/2024 07:48,arup-it-production-open,AZURE_ARM
northeurope,windows,MicrosoftWindowsServer-WindowsServer-2016-Datacenter-14393.4946.220202,52.169.72.218,10.0.0.4,18/02/2022 12:54,arup-it-production-open,AZURE_ARM
eastasia,windows,MicrosoftWindowsServer-WindowsServer-2019-Datacenter-17763.6532.241101,52.175.17.67,10.205.64.20,27/11/2024 06:23,arup-it-test,AZURE_ARM
northeurope,linux,tenable-tenable-nessus-6-byol-tenable-nessus-byol-6.11.2,52.178.209.11,10.0.0.4,13/10/2021 12:19,ITG Gateways,AZURE_ARM
southeastasia,linux,ribboncommunications-ribbon_sbc_swe-lite_vm-ribbon_sbc_swe-lite_vm_release-12.120001.075,52.187.79.11,10.205.216.4,12/03/2024 10:27,arup-it-production-open,AZURE_ARM
australiasoutheast,linux,cisco-cisco-csr-1000v-16_12-byol-16.12.120190816,52.189.223.121,10.61.2.21,13/10/2021 12:03,arup-it-core,AZURE_ARM
eu-west-1,windows,ami-0331a56cb690cdc34,52.19.0.212,10.0.2.101,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-057b6e529186a8233,52.19.150.147,10.0.1.150,30/08/2023 13:57,arup-eur-ams-digital-prod,AWS
eu-west-1,linux,ami-035bfd748fede429c,52.209.204.51,10.0.101.15,11/02/2021 11:21,arup-ukimea-luminairebroker-prod,AWS
eu-west-1,linux,ami-40946d39,52.212.142.232,100.64.127.244,11/02/2021 11:25,arup-networking,AWS
eu-west-1,linux,ami-40946d39,52.212.144.235,100.64.127.236,11/02/2021 11:25,arup-networking,AWS
eu-west-1,linux,ami-0fe0b2cf0e1f25c8a,52.215.197.143,10.119.1.59,23/01/2023 17:37,arup-ukimea-hpc-shared-prod,AWS
eu-west-1,windows,ami-0331a56cb690cdc34,52.215.94.228,10.0.2.26,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
australiasoutheast,windows,MicrosoftWindowsServer-WindowsServer-2019-Datacenter-17763.2237.2110070715,52.243.92.42,10.1.1.4,05/11/2021 16:49,arup-it-sandpit,AZURE_ARM
us-west-2,linux,ami-04590e7389a6e577c,52.27.53.30,10.0.1.163,11/02/2021 11:18,arup-amx-atr-dev-test,AWS
eu-west-1,linux,ami-008367da7a9b686f1,52.30.214.15,10.119.7.56,22/04/2024 16:43,arup-ukimea-tcs-dev-test,AWS
eu-west-1,windows,ami-0f6d01c55d5255d99,52.30.245.81,10.0.2.238,02/04/2024 06:50,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-044b3801a7ad8d307,52.48.189.182,10.0.1.96,11/02/2021 11:18,arup-global-shared-dev-test,AWS
eu-west-1,linux,ami-0cbd9d96a4234ae3d,52.49.70.40,10.119.13.58,21/08/2024 14:43,arup-management-master,AWS
eu-west-1,windows,ami-0a91af21f5f8fae1e,52.50.21.148,10.122.96.114,23/09/2021 05:02,arup-aws-security-logs,AWS
eu-west-1,windows,ami-0f6a76afec858d85b,52.51.67.130,10.119.1.49,17/11/2021 11:18,arup-ukimea-hpc-shared-prod,AWS
us-west-1,linux,ami-99e5d0f9,52.52.255.28,100.64.127.238,11/02/2021 11:25,arup-networking,AWS
us-west-1,linux,ami-99e5d0f9,52.53.72.143,100.64.127.249,11/02/2021 11:25,arup-networking,AWS
us-east-1,linux,ami-09e67e426f25ce0d7,52.55.119.20,10.122.177.163,18/08/2021 14:48,AMX Digital,AWS
ca-central-1,linux,ami-6269d706,52.60.161.103,100.64.127.244,11/02/2021 11:25,arup-networking,AWS
ca-central-1,linux,ami-6269d706,52.60.36.136,100.64.127.233,11/02/2021 11:25,arup-networking,AWS
ap-southeast-2,linux,ami-0ef12c08d53021d2b,52.63.46.58,172.20.1.235,16/08/2024 03:57,arup-au-sydney-cfd-prod,AWS
ap-southeast-2,linux,ami-0aac1c56a5a7e77e9,52.64.238.124,172.20.2.144,04/02/2025 22:48,arup-au-sydney-cfd-prod,AWS
us-east-1,linux,ami-0b898040803850657,52.71.125.160,10.122.177.11,11/02/2021 11:24,AMX Digital,AWS
eu-west-1,windows,ami-0331a56cb690cdc34,54.154.243.97,10.0.2.36,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-096800910c1b781ba,54.154.64.88,10.0.1.197,13/10/2022 08:20,arup-ukimea-inspire-prod,AWS
eu-west-1,linux,ami-095b735dce49535b5,54.170.122.170,172.25.0.86,06/12/2021 10:53,arup-eur-ade-isolated-prod,AWS
eu-west-1,linux,ami-0e2b147973f8e1a2f,54.171.63.74,10.119.13.36,20/09/2024 11:03,arup-management-master,AWS
us-east-1,linux,ami-043c64ce4d7a7c000,54.172.222.99,10.122.177.115,11/02/2021 11:24,AMX Digital,AWS
us-east-1,linux,ami-0bb84b8ffd87024d8,54.174.83.177,10.123.68.21,05/10/2024 18:46,arup-amr-ade-apps-prod,AWS
us-east-1,linux,ami-0c2b8ca1dad447f8a,54.197.70.196,10.122.179.70,18/08/2021 14:48,AMX Digital,AWS
ap-southeast-2,windows,ami-0f9cdea881cc8ae59,54.206.122.191,10.122.49.26,18/12/2024 12:14,Aus Digital,AWS
ap-southeast-2,linux,ami-0a443decce6d88dc2,54.206.45.55,10.124.0.26,19/01/2022 04:29,arup-management-master,AWS
ap-southeast-2,windows,ami-0f9cdea881cc8ae59,54.206.77.152,10.122.52.146,18/12/2024 12:14,Aus Digital,AWS
eu-west-1,windows,ami-0331a56cb690cdc34,54.216.28.130,10.0.2.210,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-01720b5f421cf0179,54.228.8.150,10.119.5.11,11/02/2021 11:22,arup-ukimea-nwy-devopps-prod,AWS
eu-west-1,linux,ami-035bfd748fede429c,54.229.203.164,10.0.102.208,08/05/2024 08:57,arup-ukimea-luminairebroker-prod,AWS
eu-west-1,linux,ami-09afd446907639399,54.229.62.206,172.31.1.60,05/02/2025 20:25,arup-ukimea-ade-pi-dev-test,AWS
eu-west-1,linux,ami-035bfd748fede429c,54.246.199.138,10.0.101.44,11/02/2021 11:19,arup-ukimea-lighting-dev-test,AWS
eu-west-1,linux,ami-07625953edea7fa0d,54.246.26.39,172.25.0.79,08/08/2023 15:08,arup-eur-ade-isolated-prod,AWS
ap-southeast-2,linux,ami-079a35fdebc8949ee,54.252.131.205,172.20.1.169,13/05/2024 00:41,arup-au-sydney-cfd-prod,AWS
ap-southeast-2,linux,ami-0aac1c56a5a7e77e9,54.252.151.138,172.20.103.238,05/02/2025 13:18,arup-au-sydney-cfd-prod,AWS
ap-southeast-2,linux,ami-0652aa31044228241,54.253.126.102,172.20.3.184,25/11/2024 03:44,arup-au-sydney-cfd-prod,AWS
ap-southeast-2,linux,ami-0652aa31044228241,54.253.32.232,172.20.1.81,30/07/2024 21:56,arup-au-sydney-cfd-prod,AWS
ap-southeast-1,linux,ami-0b2ffa433461eafbf,54.254.151.38,10.88.1.10,28/04/2023 04:29,arup-ear-cfd-dev-test,AWS
ap-southeast-1,linux,ami-0b2ffa433461eafbf,54.255.119.41,10.88.1.17,19/05/2024 13:45,arup-ear-cfd-dev-test,AWS
ap-southeast-1,linux,ami-0b2ffa433461eafbf,54.255.89.67,10.88.1.8,14/11/2024 06:02,arup-ear-cfd-dev-test,AWS
ap-northeast-1,linux,ami-53a75835,54.65.13.80,100.64.127.251,11/02/2021 11:25,arup-networking,AWS
ap-southeast-2,linux,ami-0652aa31044228241,54.66.120.61,172.20.2.194,25/11/2024 03:44,arup-au-sydney-cfd-prod,AWS
ap-southeast-2,linux,ami-0a443decce6d88dc2,54.66.125.23,10.124.0.4,06/10/2021 07:04,arup-management-master,AWS
eu-west-1,linux,ami-0905a3c97561e0b69,54.75.130.60,172.31.28.181,22/12/2023 12:07,arup-ukimea-ade-pi-dev-test,AWS
eu-west-1,linux,ami-058b1b7fe545997ae,54.78.245.202,10.0.1.128,20/08/2021 22:22,arup-eur-ams-digital-air-prod,AWS
eu-west-1,linux,ami-0ec23856b3bad62d3,54.78.41.237,10.119.13.147,17/11/2021 07:56,arup-management-master,AWS
ap-southeast-2,linux,ami-0ef12c08d53021d2b,54.79.146.127,172.20.2.220,16/08/2024 03:57,arup-au-sydney-cfd-prod,AWS
ap-southeast-2,linux,ami-0a443decce6d88dc2,54.79.57.187,10.124.0.13,30/09/2021 02:11,arup-management-master,AWS
us-east-1,linux,ami-bcbfb9c7,54.84.157.32,100.64.127.231,11/02/2021 11:25,arup-networking,AWS
westus,linux,cisco-cisco-asav-asav-azure-byol-920210.0.0,57.154.186.200,10.191.209.13,01/10/2024 15:01,arup-it-production-open,AZURE_ARM
eu-central-1,linux,ami-0594d7ac31b7b7cbf,63.176.16.149,10.0.2.241,15/11/2024 04:37,arup-eur-germany-cfd-prod,AWS
eu-west-1,windows,ami-0331a56cb690cdc34,63.32.89.190,10.0.2.205,05/02/2025 22:27,arup-global-oasys-automation-prod,AWS
eu-west-1,linux,ami-04645482d11d366ac,63.33.222.128,10.122.96.5,23/09/2021 05:02,arup-aws-security-logs,AWS
eu-west-1,linux,ami-06264cc15a5d10a33,63.33.55.112,10.0.2.134,05/02/2025 20:08,arup-digital-bus-method-uat,AWS
westeurope,linux,OpenLogic-CentOS-HPC-7_9-gen2-7.9.2022040101,68.219.180.12,10.0.0.8,08/09/2024 01:52,arup-it-dev,AZURE_ARM
japaneast,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,74.226.160.38,10.203.1.68,26/07/2024 12:08,arup-it-core,AZURE_ARM
northeurope,windows,MicrosoftWindowsServer-WindowsServer-2022-Datacenter-20348.1850.230707,74.234.64.90,10.251.54.5,05/07/2023 06:42,arup-it-dev,AZURE_ARM
eastus,linux,cisco-cisco-c8000v-17_06_03a-byol-17.06.0320220429,74.235.120.90,10.191.2.21,28/02/2023 14:59,arup-it-core,AZURE_ARM
eastus,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,74.235.83.24,10.191.1.20,24/05/2024 10:41,arup-it-core,AZURE_ARM
eastus2,windows,MicrosoftWindowsDesktop-Windows-10-win10-22h2-pro-g2-19045.3324.230728,74.249.50.47,10.0.5.4,15/09/2024 01:59,arup-it-dev,AZURE_ARM
northeurope,linux,silver-peak-systems-silver_peak_edgeconnect-edgeconnect_9_2_4_0_94650-9.2.4,98.71.12.157,10.251.1.20,23/05/2024 08:49,arup-it-core,AZURE_ARM
