Message ID,Verdict
<06c79832c602282300af963dccfcd6dcef4deda4@eximcube.in>,scam
<vm9kytahnp5tntz5qakvxivrx.c3q3lrsmrglvrudoeadbedt5jzezxhog8eby8a6lptgtg-zgzth.eneczn2ardibqwrif1742869523@fzdongbai.com>,malicious
<CuyOMlDt0-JyPJMamxqa3dYhETnSEXC_eR4EfBea3qM.EL1kwTBYqjShORrTaVmcM6Mcd1HaAdIWSUarbtQcUHk@trackerstrack.za.com>,phishing
<48d0c4c4-be5d-4af7-b969-5e74d31f481d@svtg001exo02.tg-cee.net>,scam
<48d0c4c4-be5d-4af7-b969-5e74d31f481d@svtg001exo02.tg-cee.net>,scam
<48d0c4c4-be5d-4af7-b969-5e74d31f481d@svtg001exo02.tg-cee.net>,scam
<62106dc0-7663-4e18-b28d-8e8bd2bbb265.369m369r@interpassengerterminalexpo.co.in>,phishing
<cad20631-da4e-4a12-9834-0b31f58e34b9@iad4s13mta1386.xt.local>,bec
<96fb980b-46f3-4725-9865-f481b4d9c84d@DU2PEPF00028D02.eurprd03.prod.outlook.com>,scam
<413be694-f6ab-478e-bfd0-96d65ae6c57b@SERVER-GRT-MAIL.galana.grt>,scam
<KYcdEc343yibjwTEmvW0panv_w_hlJgX9HgcaWm9qwI.iJOl-qUwKfViSF9Ua9uh5YMQ8lipGEOPG494vaN7nh4@trackerstrack.za.com>,phishing
<1476d07b-685d-467b-b424-08cc0c57d29a@mtl-mta04-out1>,phishing
<20250324142901.962F586F258@smtp.volsk35.ru>,scam
<15f3ae09-6744-4591-9845-d96db50b96fd@DU2PEPF00028D0A.eurprd03.prod.outlook.com>,scam
<2cb7e6f0-73f4-440d-a98e-024ec0d1e78d@svtg001exo02.tg-cee.net>,scam
<dad2aa5c-39ca-40ed-9fee-322e73038a99@mtl-mta03-out2>,phishing
<20250324221545.8B4202F23CA5@kes.vimosagoodyear.com.mx>,scam
<01010195cb0bda84-a95a0e34-7383-484b-a30e-ac4ac86b20ad-000000@us-west-2.amazonses.com>,phishing
<41324026320963050218648@WIN-8H6JMQBVGP2>,scam
<23e1ba95-437f-4e77-b8c5-a2908af24324@mtl-mta04-out1>,phishing
<86d3fc88-db8f-4225-b5fa-50b4892d0d1b@amdsconf.com>,bec
<3F.DB.61401.1FD02E76@i-0b11083aecccea98c.mta1vrest.sd.prd.sparkpost>,phishing
<20250325020036.0382ABC08547A8C7@hotmail.com>,scam
<20250325015905.288B8188AF4@r9103.ps.combzmail.jp>,phishing
<1742867921nitl2ihvurjj792qhwuhgcjj9a8u9lhu6rusjiq9cwmesogjtca0c1da@wilsoncreek.net>,malicious
<3be750fe-b5bc-455d-be64-9e68f0fc828a@mtl-mta03-out2>,phishing
<4upq9avoahiw.l_0zb9Tb-0VwJnKCKo3-7Q2@tracking.smeconsulting.net>,phishing
<4upq9avoahiw.l_0zb9Tb-0VwJnKCKo3-7Q2@tracking.smeconsulting.net>,phishing
<42dc07bd-5bc9-4ab7-b2a6-86e52c7d2c70@svtg001exo02.tg-cee.net>,scam
<4c3defbb-a764-4204-9e36-74eadd22a2ab@mtl-mta03-out2>,phishing
<1d971976-cfa9-4bcc-889b-b5f483d05daf@mtl-mta03-out2>,phishing
<autogen-java-e41acc70-89d4-4fb3-9b1a-bdae515ceabb@google.com>,phishing
<ca3a6f6b-556f-4059-8447-326ba19d37be@svtg001exo02.tg-cee.net>,scam
<0b24ee4d-2346-47aa-b85e-e6a68fa1a364@svtg001exo02.tg-cee.net>,scam
<88dac835-4cdb-403d-9931-bcefd5e7913b@svtg001exo02.tg-cee.net>,scam
<e0031aa6-9afb-429b-8889-a8c22709a482@mtl-mta03-out2>,phishing
<20250325014812.C8ADF408C9765322@hotmail.com>,scam
<a0a7ea0e-4dc5-40e7-aa57-b242db5feecc@mtl-mta03-out2>,phishing
<01010195caf88014-2603d334-9dd6-4919-8079-94948ff3a1e6-000000@us-west-2.amazonses.com>,phishing
<CAEnLa9SMKCHp6Sya8Uhkx22CEEbv2hsyt5cTE6acDTWaPYdMFw@mail.gmail.com>,scam
<rprowolc2yskkgpgjd5.xtah5hrmg6sv0whmwrkwd4izosakhapfqrkm3czrve2xihspnuolzpn1ubbektycyhhwpxbkwh7fvbt9akowyzanuud268jdfjjwdfhhkzhpt7mtxb.nyrawcn36ez1q.wcotd5qzum4bkwn@lestaxisanglais.net>,malicious
<f3c0f581-f539-4a06-9c26-6043f8e1fb97@mtl-mta03-out2>,phishing
<1742866898927.hsbcbanking.33192518.1844573.6533719008@mail.hsbc.com.au>,malicious
<75a1fa8d-0ff6-499b-8eb9-b5d547e95fe2@DU6PEPF0000B61B.eurprd02.prod.outlook.com>,scam
<20250325013816.CE91BB18A71E852C@hotmail.com>,scam
<20250325013654.18928D03953F5C7B@hotmail.com>,scam
<56c162de-3151-4045-8ed1-fa0af3999159@mtl-mta03-out2>,phishing
<01010195caf09cce-0386b1c6-f48e-4d9a-afa6-bcb273c1f8cc-000000@us-west-2.amazonses.com>,phishing
<5bb02832-5e63-418b-b8fc-3bde2dddba1c@SERVER-GRT-MAIL.galana.grt>,scam
<6e35c862-34d6-4c5f-8d3f-6ef4ddd9f002@SERVER-GRT-MAIL.galana.grt>,scam
<044ec464-83a7-48a8-aaab-2f77a8fe9eab@mtl-mta04-out1>,phishing
<dcf68696-a9d9-4e11-95bd-50cbb762f7b9@iad4s13mta1143.xt.local>,bec
<9ed6f55e-c0aa-46af-9cae-26b1806f2409@iad4s13mta1143.xt.local>,bec
<1742866139pbwspckeakidk0j9sjgr1jwyhyvshk0k8eshds9xdyr3htzzqla0c1da@wilsoncreek.net>,malicious
<jzzsezupkti0wkntrie.dmn0wxfcdjgnizpcxeiqqreir6iq0m477r3dz36six0nio5v2mefftrjpsvycmzkcsgip6btn1vmctsmrv0qsas7owm5udygodgtmdghxalfure7zf.bcwmtutbgwa03.jduqn7vkbmzx6xl@lestaxisanglais.net>,malicious
<1_WkGKWEceV3X@boletinesv3.hyperionat.com>,phishing
<1_JkY8nLuOpo5@boletinesv3.hyperionat.com>,phishing
<0b804c88-0a68-4bd7-8019-4821f8f71807@mtl-mta03-out2>,phishing
<202503250123.52P1N0sp031246@mx08-0037c801.pphosted.com>,malicious
<PH0PR05MB99208F4D33FBB559D1B49F5181A72@PH0PR05MB9920.namprd05.prod.outlook.com>,scam
<1742865242uvmpiec1cqrbgtrhgibwqkn7mwfjnukjt9enu3bvwgeqkewexua0c1da@wilsoncreek.net>,malicious
<48a93d38-db2f-4713-8c6b-4a14efb93005@svtg001exo02.tg-cee.net>,scam
<8172406669056843415282@DESKTOP-64A3M8R>,scam
<igmc1baixkt2i5bdajnmsfs3x.avvhutztupf0tpc3xwceki2ihk7y5dfnznoi8osegpnvo-k2qyd.cxntneyjdkwxkj0zl1742865192@fzdongbai.com>,malicious
<NzM09XZoxeqyS5BI6zTD9F5AynaM5i0SrNcS5pnrO4@mailer-service.de>,phishing
<0ee8f68d-89f1-4fb0-b9ac-f2efc4287c6b_07c59732-22a8-47a4-8c91-7ec91032806d@tec80.com>,malicious
<241420250307209693E5BBE0$D8CACFFCF9@gmail.com>,scam
<20250323184850.590792DA722@s1159579.srvape.com>,scam
<20250323184850.590792DA722@s1159579.srvape.com>,scam
<20250323184541.5EE82309D94@s1159579.srvape.com>,scam
<19a2084f-0392-4e4d-9885-f3ac657dafce@mtl-mta03-out2>,phishing
<20250324210516.375C24DFCCF8691D@kaliningrad.ru>,bec
<20250324133409.8BCC3A9B90B0ABAD@burtintemational.com>,phishing
<7d61821e-a8b5-44cc-a8b8-99c0d81e124c@mtl-mta04-out1>,phishing
<a5a3d363-4e93-4ec5-bdc1-9bfe519909c5@mtl-mta04-out1>,phishing
<20250325010116.b0f81101a2f95ae0@wine.whitehalllane.com>,scam
<CA+JdWfSTW88V8YKZnRab-zsyCxW51vps8M-9fHyxmYpakM1jdQ@mail.gmail.com>,scam
<cd28b50b-bcda-4b63-9f6c-88e35d649767@iad4s13mta0944.xt.local>,bec
<f4b44523-b38e-4d27-b6ab-5de1fdeffe62@AM4PEPF00027A67.eurprd04.prod.outlook.com>,scam
<b4333c9b-3ebe-4cb2-aaf1-6ab8763fdd5d@mtl-mta04-out1>,phishing
<e27413f9-1530-4f26-b70b-e29ab82b2fb3@iad4s13mta0954.xt.local>,bec
<db93273b-9851-4198-8f66-667cbfdcedb8@iad4s13mta0946.xt.local>,bec
<1c014d0d-fad0-4088-9e29-d5e95514c0a5@mtl-mta03-out2>,phishing
<f50df5f5-e284-4a48-b360-128303eff463@mtl-mta04-out1>,phishing
<1fc37037-fc75-4b8d-8347-c8416e4b1920@mtl-mta04-out1>,phishing
<9de15980-b502-4358-907b-4a24616b279e@iad4s13mta0948.xt.local>,bec
<0172d3da-d89b-4bef-ad9d-1e67c8114bd1@iad4s13mta0950.xt.local>,bec
<be593dbb-5fc5-482e-8a42-4ec051737507@mtl-mta04-out1>,phishing
<82cc61cb005b192e1815740eb8d70920@straightlinesource.com>,phishing
<21.B8.61401.68BF1E76@i-0b11083aecccea98c.mta1vrest.sd.prd.sparkpost>,phishing
<20250325004019.2DA00E6F8BB6E04E@hotmail.com>,scam
<15941d2d-9181-41b6-b980-ba51f4f255c3@AM2PEPF0001C711.eurprd05.prod.outlook.com>,scam
<334fdbf7-6d83-44f6-aaf4-52ec880d77d8@iad4s13mta0956.xt.local>,bec
<9D1D1CCD82934B2F90E291958C99FC87@QASPROD14APP>,phishing
<B8C1D6493A174D409843348D1F988A28@QASPROD14APP>,phishing
<mid-602dd8725dffac0552c424899f1b3ec6-1@smtp77mail.com>,phishing
<c5a652d8-932d-4d24-84d5-8cfa6299dc31@iad4s13mta1367.xt.local>,bec
<fba0645b-e06d-42e1-95b7-f502246aaebc@mtl-mta03-out2>,phishing
<3A.A1.05816.8C8F1E76@i-097f64652ba5a2daf.mta1vrest.sd.prd.sparkpost>,phishing
<CACWekDT_qm1F5ARi17i183T1SsL2ZmtucDBQ8E7LYu++Kq0PLQ@mail.gmail.com>,phishing
<309a2a55-3c93-4069-b92b-86acd9f73127@mtl-mta03-out2>,phishing
<601df232d3d54fc8b008b7379df7aa02@docusign.net>,phishing
<a277092f-01c7-455d-ac0b-b7c086400066@AM4PEPF00027A61.eurprd04.prod.outlook.com>,scam
<20250324200857.02DBEE9DB7@mail.expo.kz>,scam
<01010195caafa2d7-becc226e-c63a-4c39-ab60-551f6a3b3c53-000000@us-west-2.amazonses.com>,phishing
<1e8335c2-84e7-4ef5-8232-a50aff5d153f@mtl-mta03-out2>,phishing
<CACWekDT_qm1F5ARi17i183T1SsL2ZmtucDBQ8E7LYu++Kq0PLQ@mail.gmail.com>,phishing
<52f2a8b9-77cb-f465-3588-6a2dd979249f@pencrai.com>,scam
<f4e9cbad-c300-4cfc-9140-208697517fc6@AM4PEPF00025F9A.EURPRD83.prod.outlook.com>,scam
<488ef985-ea6e-47b6-9ab4-5cf4c93e91e0@svtg001exo02.tg-cee.net>,scam
<20250325081819787256@goodhid.com>,phishing
<33.17.16063.084F1E76@i-0ae3b65a73fd33501.mta1vrest.sd.prd.sparkpost>,phishing
<CAFuZyfbvO+S_59zDpCVC4OY3ZAYePOPNzwmoM4iOY5AGH6Q3kA@mail.gmail.com>,scam
<CAFuZyfbvO+S_59zDpCVC4OY3ZAYePOPNzwmoM4iOY5AGH6Q3kA@mail.gmail.com>,scam
<CAFuZyfbvO+S_59zDpCVC4OY3ZAYePOPNzwmoM4iOY5AGH6Q3kA@mail.gmail.com>,scam
<CAFuZyfbvO+S_59zDpCVC4OY3ZAYePOPNzwmoM4iOY5AGH6Q3kA@mail.gmail.com>,scam
<CAFuZyfbvO+S_59zDpCVC4OY3ZAYePOPNzwmoM4iOY5AGH6Q3kA@mail.gmail.com>,scam
<CAFuZyfbvO+S_59zDpCVC4OY3ZAYePOPNzwmoM4iOY5AGH6Q3kA@mail.gmail.com>,scam
<CAFuZyfbvO+S_59zDpCVC4OY3ZAYePOPNzwmoM4iOY5AGH6Q3kA@mail.gmail.com>,scam
<CAFuZyfbvO+S_59zDpCVC4OY3ZAYePOPNzwmoM4iOY5AGH6Q3kA@mail.gmail.com>,scam
<dca2d336-c51f-4691-b750-b9d978fc2822@svtg001exo02.tg-cee.net>,scam
<a02796c6-eeb1-470f-bf3f-4be2923bca9d@mtl-mta03-out2>,phishing
<310beb1f-f56a-4637-9eec-2ddffdc2bd57@mtl-mta03-out2>,phishing
<3a81153a-fa97-4537-96fa-2333b067e5c3@mtl-mta03-out2>,phishing
<20250325000722.0a0d60dc9b3bd226@mca1.creditformerchants.co.uk>,phishing
<8904ddba-39d8-4512-8a9a-17fa5e17eb33@mtl-mta03-out2>,phishing
<1_Ok49DKs7N10@boletinesv3.hyperionat.com>,phishing
<463885b75ce94a9eb30425094473f818@EX01.int.bitaxgroup.org>,scam
<174286072494.95366.18002664256796283433@biznetglobal.pl>,phishing
<1742860572.4b1907eccb64dba6995b51aadf5a6b77@zero-ticket.fr>,phishing
<174286042376.941032.7363260677904719614@biznetglobal.pl>,phishing
<e945b8cc-a093-48d1-a82e-ea863df7224e@intjhep.org>,bec
"<Share-ebcb8da1-80c8-8000-65eb-c82c9ec7d596,ebcb8da1-80c8-8000-65eb-c82c9ec7d596-346f03b4-f2f2-4609-853f-25eb0482b72a-b15089c5-304e-4760-b4c6-7065ddbe67c5-r0-SendEmail@odspnotify>",phishing
<CAMAjvjZVT0qLaGj8avYX7G2cQhV9DZoPO4AWzawpbQUqa8LsKA@mail.gmail.com>,scam
<288c92aa-1760-4667-b5ce-2f99f019d283@mtl-mta04-out1>,phishing
<9F.64.53237.BADE1E76@i-0424fb77b0c980bf8.mta1vrest.sd.prd.sparkpost>,phishing
<EF.7A.27482.29DE1E76@i-0dc5b09bf313ca291.mta1vrest.sd.prd.sparkpost>,phishing
<CAFxYDD1-Fi5O02iWGTejYjr-hQUEHW-x6qcYHMHiMGNydL2PvA@mail.gmail.com>,scam
<174285965127.353963.10254507021083352063@biznetglobal.pl>,phishing
<aca2a3d4-41f1-487b-8c85-728d22f15a85@mtl-mta04-out1>,phishing
<1742859396.434548430@f148.i.mail.ru>,phishing
<606c6dba-7c95-46c9-b2c5-4035b719e104@iad4s13mta1386.xt.local>,bec
<20250324233258.799C90695E60BED5@hotmail.com>,scam
<f07feedc-e739-46de-8fcb-53c864c1824b@mtl-mta03-out2>,phishing
<68d185e4-d24b-4250-9f2d-ca4669ad095d@mtl-mta03-out2>,phishing
<2e8c1743-9a5b-41d8-a46c-20906c3eea33@DU2PEPF00028D0D.eurprd03.prod.outlook.com>,scam
<b66e5271-99cd-45b6-8b8b-abf075c3c004@svtg001exo02.tg-cee.net>,scam
<174285873632.46887.15608015114378384578@mail.goo.ne.jp>,scam
<c6d53111-b0c7-46a7-9e67-33a471010279@mtl-mta04-out1>,phishing
<f435ab9f-9d11-4015-816f-804f32f58ada@SERVER-GRT-MAIL.galana.grt>,scam
<174285862620.353963.17279883532074129753@leadmaxx.pl>,phishing
<20250324232226.5B43BB1009EBA41F@hotmail.com>,scam
<3464430041208189193792@PACKERP-836261H>,bec
<0d12bee6-c17a-4022-90ec-446130183b33@SERVER-GRT-MAIL.galana.grt>,scam
<gqlihkeepi5quv8wrf8vbxthu.vztmq2n5unbw5sxarwjyyojqdti3et3f4e65mwcq6lvxs-0kelp.ly2yb7qwqvtkevbwh1742858232@fzdongbai.com>,malicious
<AA075CDE9DB84B838962A82C8AAA12F1@DOCPRDAUSSEIS01>,phishing
<699ea9547a004caf953306959652a22d@docusign.net>,phishing
<cbba47e2-e41d-4e6d-b4ce-b8484f22a4e8@svtg001exo02.tg-cee.net>,scam
<c7ceec8c-cb37-4cb2-9b97-60277561d81a@svtg001exo02.tg-cee.net>,scam
<CAG_Fgq-o6jFGnpb0iMu01-R3v22iUwFOxyEmt9w-SSQbxZUEJQ@mail.gmail.com>,scam
<20250324231026.4ff453f56fe87001@mca1.creditformerchants.co.uk>,phishing
<a236ef5f-3068-4cac-baec-a648e2156526@SERVER-GRT-MAIL.galana.grt>,scam
<1b37f90a-c223-4e10-953f-a09feb8ff9f5@mtl-mta03-out2>,phishing
<B10C0F9AFFB8483D89620E5404A3FCBB@QASPROD14APP>,phishing
<9CDA9923CC594FAAA1893ACF51AC903A@QASPROD14APP>,phishing
<8054d41e-13bc-4643-b86d-37b4e9c66000@mtl-mta03-out2>,phishing
<20250324211026.2C21149297CD@mail.refinish-avtolak.ru>,scam
<1DC57FD235BE409F81FC84295FE839CD@QASPROD14APP>,phishing
<BBCF5D6C8EDD4FAFB6CC073D248B18A6@QASPROD14APP>,phishing
<d683e60b-3b68-40fd-b8bd-10565ec1e215@mtl-mta04-out1>,phishing
<2228d791-f3f0-43f3-a652-a845415c12c4@SH10EXHUB46.hosting.local>,scam
<mid-f49e9c3dcd49d2ff8b4526f5e39788f8-2175@pass.jokesaparts.com>,phishing
<12bf0644-66f9-422d-ab7f-c21cff34912d@mtl-mta03-out2>,phishing
<ac7af3e7-9e1d-45b9-8081-5a539b1a4ac9@AZ10EXEDGEHUBX1.hosting.local>,scam
<20250324225758.2A2CDC57495FF127@hotmail.com>,scam
<qowwftzty2cx6086uklmeow6s.av6nqya2xi2wxcbciyeihbw6jtzmgxipimbcafcceppsq-9xl1m.qddr30wj64i54euo31742857086@fzdongbai.com>,malicious
<c989850d98ce75f643787f5251bdc667@smtp53.ymlpsvr.com>,malicious
<20250324140352.D60BA4329702ACFC@dgn.vn>,scam
<CAGonhXSwcsaBbBq0UfG6UybhGVZGVX6kygKnqbjEtA+4DnY5oA@mail.gmail.com>,scam
<810f9fe1-888e-4dad-bf93-92c060273466@mtl-mta03-out2>,phishing
<ac5dd1b04480aaa1822d842fe3318b81d51eb772@4swim.ro>,phishing
<1742855915088.HSBC.71437932.2528011.9893908826@notification.hsbc.com.cn>,bec
<20250324181613.94209C7C27@ns1.alex78963.ru>,scam
<4e6c82c8-dc50-4a9b-a036-c4c732dc74b3@AM1PEPF000252DE.eurprd07.prod.outlook.com>,scam
<A1.E8.08744.E4DD1E76@i-08b0974da4e878b7e.mta1vrest.sd.prd.sparkpost>,phishing
<c2e19985-6dd5-419e-907f-a79e74c9b436@mtl-mta03-out2>,phishing
<CAAs4baPsJabQa1Lc5edW63jic6dzsQ94FLORGz_v1XX9+y3_FA@mail.gmail.com>,scam
<3fe7a264-6c4e-42af-a287-d996469f926d@svtg001exo02.tg-cee.net>,scam
<3c9d75a0-1d00-48a2-a09f-7257f7914f9a@svtg001exo02.tg-cee.net>,scam
<1003c9a4-4449-4e0e-99d1-3ed106b458e5@svtg001exo02.tg-cee.net>,scam
<CADvbK4bSONaxNR7Mg9nam5Ompj+wiKic1+Gnp2tPKCQY0Zjt7g@mail.gmail.com>,scam
<054f106d626e4cc5b5913dd86e23c620@docusign.net>,phishing
<4fe8f986-8045-47fa-9faf-2deeaf64f36f@mtl-mta03-out2>,phishing
<4ec86797-910f-4739-8c78-294f1c9eb55c@AMS0EPF00000191.eurprd05.prod.outlook.com>,scam
<ee7cc4b3-b881-49f8-b2f4-856e61caf11c@mtl-mta03-out2>,phishing
<158bef93-5829-475d-8606-184bf3c4475c@AM1PEPF000252DE.eurprd07.prod.outlook.com>,scam
<824ac7d4-39ff-4c57-8ac3-e1c2a14847d6@DU6PEPF00009525.eurprd02.prod.outlook.com>,scam
<e4c907e7-5e9f-42e9-bf23-a47046991d99@mtl-mta03-out2>,phishing
<174285403528.14464.15697199169281395266@b2bforum.pl>,phishing
<zcQ4oASyTpKSzPttjgewKg@geopod-ismtpd-30>,phishing
<335fbd45fd3762a257c6b1baf44a1284@swift.generated>,scam
<6e4baa71-eddc-4a4c-8680-18f7247a5f4f@svtg001exo02.tg-cee.net>,scam
<6524404326152611126887@win96151>,scam
<174283835883.374.1936213635667154183@mediawebtrck.pl>,phishing
<30b730eb-7102-4ec0-bc1f-339d1a93f46f@SH10EXHUB46.hosting.local>,scam
<01020195ca25e997-7d01645d-752c-4d92-b4b1-f651019c00a9-000000@eu-west-1.amazonses.com>,phishing
<94696b15-702b-4a16-b119-5e609f2bb5b0@mtl-mta04-out1>,phishing
<CAE-yePy-a21adbzR4Dwcuc5ar2p4HWO9Kq5OO+5h6Fa0P51ZLg@mail.gmail.com>,scam
<080e7988-7216-4437-887a-3ef4d4a94b79@iad4s13mta1386.xt.local>,bec
<efa8cc36-4a8e-4499-b50e-250e68f9d9e8@mtl-mta03-out2>,phishing
<CAATKdJoLUMuQ3w6gw10A_CUH8ZvEJge47SLS76-5LQMh0D0-vA@mail.gmail.com>,scam
<PN2P287MB05148724525FE3ED36CDC938B39C297DB2@PN2P287MB0545.INDP287.PROD.OUTLOOK.COM>,malicious
<67a64a28-1d6d-40c8-b9d1-256dec7568d9@mtl-mta03-out2>,phishing
<CAB7k_wy-jFypB4-O+vyMkwho_yqF31zUhZ2m9BiJP4fCCpB5Ew@mail.gmail.com>,scam
<CAJs0AjxEcAHUORWZXTbPxMn6YS=X--bamNGx2WHkjO=CcYYdxQ@mail.gmail.com>,scam
<4upq7a0rxf1t.GY1RY0nxJAPr0ltDc9iEwQ2@tracking.b2btechmarketing.net>,phishing
<13a4bc16-68d8-4b95-b310-5823443f30de@iad4s13mta1386.xt.local>,bec
<20250324210417.5A66D4928F55@mail.refinish-avtolak.ru>,scam
<SA1PR17MB55879DA7740CA7AF335A5F5893A42@SA1PR17MB5587.namprd17.prod.outlook.com>,scam
<SA1PR17MB5587D1E6B392D943C547630793A42@SA1PR17MB5587.namprd17.prod.outlook.com>,scam
<4upq780gh09v.djTbOcMILlLxY10OobG2Zg2@tracking.b2btechmarketing.net>,phishing
<autogen-java-d452d557-3e6e-48a5-8b9b-1b70908e83ac@google.com>,phishing
<385312a9-f085-4685-8876-bf0decb33b13@sciandeng.com>,bec
<ACsAugB4I73MvPWJiNyb7aqq.2.1742850991904.Hmail.huyuanwu@powerchina.cn>,scam
<1da4ecd7-0235-4c83-8907-0a80e506c4f4@svtg001exo02.tg-cee.net>,scam
<8C.2D.04249.89AC1E76@i-070275c5ad2955232.mta1vrest.sd.prd.sparkpost>,phishing
<174283782098.95366.11487966855717736614@dataworld24.pl>,phishing
<1_wRQeymHNzwL@boletinesv3.hyperionat.com>,phishing
<05e3da3f-ca83-46c7-9b17-ff7c7018eebe@svtg001exo02.tg-cee.net>,scam
<4da8e90f-3db1-sl15-4a96-b262-2b4ee6d45271@tabbyml.com>,phishing
<a6e03698-5729-41eb-af34-55822b407711@AZ10EXEDGEHUBX1.hosting.local>,scam
<4ef00dae-08af-4a8f-9d80-7542419374af@mtl-mta03-out2>,phishing
<8cuzzkr446f8bwzpopewo6gsx.oo7bzirclw3a2fosiplacnzveoum2qkhxkribhho4iswq-krzgz.vijvi59sp19ht8brq1742850402@fzdongbai.com>,malicious
<d5b0b02e-58ff-48bd-92ce-af81e320e2d2@mtl-mta03-out2>,phishing
<4upq71pn5069.m22BNMoC11p90c-G4CnrEw2@tracking.int-forums.net>,phishing
<1_80gyRRsLbme@boletinesv3.hyperionat.com>,phishing
<mxhnchflkbnlulitrpqwbfoyh.uq9cx8rbunaglykvrvqsjxnsqbctj4elir7ft7msqo6di-lwdiq.nqo578crtguxn3j7r1742850085@fzdongbai.com>,malicious
<CANCH6dJEf-VOyWkMUxGTx1QE1E2QOaL0sZYex7eEAUdXdv1CEA@mail.gmail.com>,scam
<ktw7allzl3g4gjnvj9jhbhylg.ze1ryfpykkxrgzorbdobiu8ttcvuc9kn99z2dglb6vj7d-cbv6y.jxlffbtjnxnfhnbnf1742850008@fzdongbai.com>,malicious
<174284536556.941032.2128620879490845773@dataworld24.pl>,phishing
<20250325045910550012@goodhid.com>,phishing
<20250325045910550012@goodhid.com>,phishing
<5f9fbc1b-5090-48e8-9c38-297a75cd394c@mtl-mta04-out1>,phishing
<5f7b893d-6294-4d1d-8596-8d0744f0ef13@svtg001exo02.tg-cee.net>,scam
<174283660387.941032.11944522190154140115@dataworld24.pl>,phishing
<4upq6zpsoizp.stFVX-QusUSgYvKO_C-w7A2@tracking.b2btechmarketing.net>,phishing
<1_7pR9Ydu9kVW@boletinesv3.hyperionat.com>,phishing
<3df91834-32be-4883-95e8-d58cf1133985@mtl-mta04-out1>,phishing
<e63697e5-8de8-4ead-a2f9-48bc1703ae3c@mtl-mta04-out1>,phishing
<174282794854.95366.7603878947096310515@dataworld24.pl>,phishing
<d974bc73-adfe-4981-b426-a79641451e48@SERVER-GRT-MAIL.galana.grt>,scam
<7F.74.10986.614C1E76@i-03e66a6c61d7e58ac.mta1vrest.sd.prd.sparkpost>,phishing
<CAGsBxpXUrOBxL=U6BZi62Gca6Sa2-+rKWCRtOk7dzJ1HxVm6jw@mail.gmail.com>,scam
<bf7f16f0-af04-434b-ad37-7aaabcad5620@SERVER-GRT-MAIL.galana.grt>,scam
<1_MkYkJBCnbOL@boletinesv3.hyperionat.com>,phishing
<174283142034.941032.12382206863263300165@dataworld24.pl>,phishing
<CAAJrPqERz_yP_rHvBJ2+sCdVrXSJ6=PT+pbZ2UVLWj5QAf7VKw@mail.gmail.com>,scam
<1a5335fe-6d18-4e8c-8e31-dbc99d907655@mtl-mta03-out2>,phishing
<174284849292.353963.15567865537193888441@wowmaniac.pl>,phishing
<a6239df8-01a7-4e4b-86b1-31493e4bfb22@mtl-mta03-out2>,phishing
<3464430041208859713604@PACKERP-836261H>,bec
<CAAs84xuVTzy4nW7MredSyW8KDnevFaQYjw8mAFbXxQR0SEPBRw@mail.gmail.com>,bec
<23.19.49990.07FB1E76@i-05760365102e14692.mta1vrest.sd.prd.sparkpost>,phishing
<d946cfaf-7644-46f4-b8ce-000b3211c201@SERVER-GRT-MAIL.galana.grt>,scam
<b01f9b81-4af4-4ab4-ad12-3888c8c41392@SERVER-GRT-MAIL.galana.grt>,scam
<1742847519042.HSBC.estatement.and.eadvice.488622370.2527239.9893533122@notification.hsbc.com.hk>,bec
<01000195c9cff519-3f2ab184-db7f-4e7a-8f23-a053569bcf49-000000@email.amazonses.com>,phishing
<1742847488592.HSBC.estatement.and.eadvice.25481408.2527239.9893542494@notification.hsbc.com.hk>,bec
<20250325014617.8548226E99A97321@gmail.com>,scam
<514b2ab5-e37b-418b-9bd6-5c358ccfa783@iconfhmed.com>,bec
<1742847425815.HSBC.estatement.and.eadvice.25076882.2527239.9893579172@notification.hsbc.com.hk>,bec
<2f7deee1-35bf-40b7-93ab-fa537069b881@svtg001exo02.tg-cee.net>,scam
<1742847301249.HSBC.estatement.and.eadvice.25698646.2527230.9893591518@notification.hsbc.com.hk>,bec
<06ba7309-609c-4c86-89ad-2136fcd0a3ed@svtg001exo02.tg-cee.net>,scam
<d299d09c-87cd-4a1f-ab79-4e09f558bcc7@svtg001exo02.tg-cee.net>,scam
<841c5564-7295-4e5d-bf83-c02ed079f961@mtl-mta03-out2>,phishing
<27ade381-e666-4942-a98b-26d70b5a4677@mtl-mta03-out2>,phishing
<CAMhsGrR3=TOOTQF+s=didZ9BuDQjk29RnwHY10=Cs639jN80vQ@mail.gmail.com>,bec
<8f669276-b3a9-4eec-9871-222ecbd1e333@mtl-mta03-out2>,phishing
<20250325050939466577@service.iiguz.cn>,malicious
<629b0dfe-569d-4b79-bc09-b0481936f2ae@mtl-mta04-out1>,phishing
<bcff5ecc-cabf-4440-93e7-18dbfa4927d1@mtl-mta03-out2>,phishing
<4upq6m7sm6ri.eMbY9jal5Uq5-fupDs4RHg2@tracking.b2btechmarketing.net>,phishing
<88187.125032420040001063@uk-mta-166.uk.mimecast.lan>,scam
<b418a7cf-5d9c-4be7-88fe-c862f6d70949@DB1PEPF000509F9.eurprd02.prod.outlook.com>,scam
<a25cc20f-4c24-4226-9e2f-452b1a984d5e@mtl-mta03-out2>,phishing
