MessageID,Verdict,,,,,,,,,,,,,,
<422402864987374.3.CQC1119026474@marketbestoffer.top>,phishing,,,,,,,,,,,,,,
<20250125152136.74EB7137C42A@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125220230.9926b2dcd84db5ac@business3.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<010001949f7cb8d4-b8e41b42-0831-4f40-b2d8-5c97dbb911ae-000000@email.amazonses.com>,phishing,,,,,,,,,,,,,,
<74f555d8-a343-4fcc-b9e1-cf9a4ca10c6c@fra3s50mta453.xt.local>,phishing,,,,,,,,,,,,,,
<mid-72edd1c9af9c2beb284813dbef9ce11d-1@smtp77mail.com>,phishing,,,,,,,,,,,,,,
<20250125215023.6df6819dbfe98a87@business1.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<6f7c18de-c2a9-4040-b297-62fc4c6a1746@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<010001949f6cebbc-be3c7e2b-68c4-4932-86b3-91ab08fbe82d-000000@email.amazonses.com>,malicious,,,,,,,,,,,,,,
<4852c681-2675-4494-958d-b812cb432512@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<f7de9940-d1d0-43ab-948e-0f9b7837367f@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<6c790c09-5a98-4c0a-8c1e-6d6f51bcb7ff@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<20250125214133.1058ba49cbe9e32c@business3.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<20250125213734.5a967644284be93e@business3.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<fe0ef356-22e0-4f35-a1b6-ce7be2409b9c@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<CALayhj=e7CT8eUSzQt8id_goPBGfSCQ0koZSErCDdUuUuFkdJQ@mail.gmail.com>,bec,,,,,,,,,,,,,,
<59f91e39-74f7-4dd9-a732-557c013b79d0@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<9eyfNXvCdCpuUOJPNTDtUAPdaYtbEBXGdxsWX7eWQCU@mailer-service.de>,phishing,,,,,,,,,,,,,,
<0808f87a-8676-4fa8-aaf3-b87d7e8a08e2@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<f89854f3-efb0-4c3a-9979-0e091f441d05@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<52a70246-6175-4388-ab7f-115d3422e9e3@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<bda01ff3-3531-46e1-8dfe-45485addda2a@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<CALayhj=e7CT8eUSzQt8id_goPBGfSCQ0koZSErCDdUuUuFkdJQ@mail.gmail.com>,bec,,,,,,,,,,,,,,
<24279377-546b-4809-b4f6-1bf410ec7647@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<a5630699-e680-4409-a42e-5f4bfa96195e@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<7b57d162-3779-422f-bf5a-5ef101533c71@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<8f2011ba-ce3e-4b96-a4b2-44a7debaf21f@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<24b6adfd-287a-4c2f-b031-3af41b8a9fb9@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<0c5f6c7a2f5a707c332620362529232a2926282f3f333231313862667e606e256969636a7e75615375676367367a7576.555597@pleyandailey.sbs>,bec,,,,,,,,,,,,,,
<20250125153249.D34891377CF1@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<f8106822-aabf-4b99-8890-a220f5aa945d@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<b0b930b5e31d999f9b55e90066121ca7@fozilovbeton.uz>,scam,,,,,,,,,,,,,,
<977be67d-1612-4b43-a07b-05faf1938c7d@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<CALTbnX5ex+q-6xJK7sJi-nPkk7s013CL6RT9sxPo--dHMPpZ4A@mail.gmail.com>,scam,,,,,,,,,,,,,,
<CAA2xgaAcn-aQTOX+CJV8ZhKFn8SHSjY40vZzb+bAX4bik+oOEA@mail.gmail.com>,bec,,,,,,,,,,,,,,
<mid-99a52d9fe752a79379e6938aba4fe0bd-2314@way.waymohome.com>,phishing,,,,,,,,,,,,,,
<0c5f78602f5a707c33262336272b232f2b262e2b3f333231313870627a6664626f6c20687f7d7660797c627f5878686e6c337d704d.12346478@calibratclod.sbs>,bec,,,,,,,,,,,,,,
<20250125153732.BB6A61376646@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<14e4cc24-adfe-4e25-a330-92b006aede5e@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<479279048958983.4.ZAL7126156299@marketbestoffer.top>,phishing,,,,,,,,,,,,,,
<202501252041.50PKfbgn013992-50PKfbgq013992@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<c244a019-5767-4291-afaf-bb52878b9524@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<20250125153755.6743A137E7B4@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<82e2ab00f4301a14d77d349f7cc8e2cd15c245@eplangolink.com>,phishing,,,,,,,,,,,,,,
<1a497a683d547e6f223131253437323a3c313e382e3d2023272e677c787079697569795d7f6d55510c404b48.25345262@gothirefaton.cfd>,bec,,,,,,,,,,,,,,
<184b6c743b567c703f33342334363c343b3338382c3f3e3d252c7f72667e387477717f755c7c6c6a500f414c49.6552546@minwramodangered.cfd>,bec,,,,,,,,,,,,,,
<202501252024.50PKNmDb031380-50PKNmDf031380@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<d5d871d8-3b7d-4c7f-8c70-6b1cee56561d@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<eb9cec5f-81e2-4efb-8d92-dd3dca79d8f8@DB5PEPF00014B9A.eurprd02.prod.outlook.com>,scam,,,,,,,,,,,,,,
<autogen-java-bb642262-1230-4d1a-b893-102a28c55c72@google.com>,phishing,,,,,,,,,,,,,,
<010001949f15f0fa-e00ce53f-a15c-4ec9-b0ea-e7aacbb57598-000000@email.amazonses.com>,phishing,,,,,,,,,,,,,,
<010001949f1607ca-3f7b6c12-a502-4b14-99e5-7df8e05c6325-000000@email.amazonses.com>,phishing,,,,,,,,,,,,,,
<20250125200932.5C75B52CED@mail1.bostonmarketinggroup.com>,phishing,,,,,,,,,,,,,,
<a69ab2aa5e9ab0bb98379e35c105384360eedb3690@physique-tv.com>,malicious,,,,,,,,,,,,,,
<202501252004.50PK3oNs014491-50PK3oNx014491@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<CAHtg0PcpXfHJm00LiYnoT7AbKc1=MZCj65OnyxydJQr8kVLkKg@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<67998275-b412-4479-ac84-9a87b7ccbc1d@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<202501251952.50PJpSXp003536-50PJpSXx003536@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<945910112032511.3.XFL4133015940@thebestone.click>,phishing,,,,,,,,,,,,,,
<6e5f43cd-0453-4f2e-8889-cca8f9cb9ee4@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<be9c25b0-468f-4f79-8fab-4076b678b955@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<202501251933.50PJX8to022351-50PJX8tw022351@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<CAMPD1hDz9omAAxY+ri4iAJt3aBGnwGJuONXcOZOiiJPgui-XgA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<2a69725f-7301-471b-b7c1-47759b2626c0@atl1s11mta1057.xt.local>,bec,,,,,,,,,,,,,,
<591e3454-7b5b-49ea-8988-deaa7bebe809@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<divkrc17378307613963818@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<ekephi17378307613681263@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<104849186410611.9.LHA2151678337@marketbestoffer.top>,phishing,,,,,,,,,,,,,,
<d1c71a48-6a60-4496-9c61-e72d1c0e39d0@iad4s12mta1099.xt.local>,bec,,,,,,,,,,,,,,
<c54d22b3-087e-43e8-9b4f-b299747ab033@iad4s12mta1101.xt.local>,bec,,,,,,,,,,,,,,
<20250125191339.E99CD3FA60@mail1.bostonmarketinggroup.com>,phishing,,,,,,,,,,,,,,
<piecbp17378307612520717@investingwisejournal.com>,bec,,,,,,,,,,,,,,
<41bd16a5-8b93-4a8e-bfdb-837a9d39ae6f@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<20250125184937.215cea072e095e37@mca1.creditformerchants.co.uk>,phishing,,,,,,,,,,,,,,
<d5ba91a3-cb48-4f49-9136-c584604fbad1@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<de6b66e2-a348-44aa-ac81-b44cc042f537@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<20250125184022.bfd7ad3c007c9666@business2.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<8a165ff400c4eee02389c06b883c16397737b4@eplangolink.com>,phishing,,,,,,,,,,,,,,
<20250125135424.845D51355A4A@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<F8DBCA615329256883C45B93F3F40479@tslwfzi>,phishing,,,,,,,,,,,,,,
<20250125182924.bbd98d606a9df663@business3.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<288730dd-8915-4b70-8fcf-a1e84b8069e3@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<7f646c37-0714-4357-b051-2c960d2945bd@AM2PEPF0001C70E.eurprd05.prod.outlook.com>,scam,,,,,,,,,,,,,,
<54c3e6c2-f66f-46da-acc4-5f3a9d58f7df@AM4PEPF00027A65.eurprd04.prod.outlook.com>,scam,,,,,,,,,,,,,,
<mid-7ee0f3e6c4cd1f8f4d554458dc6e0c05-2345@bell.bewellbesober.com>,phishing,,,,,,,,,,,,,,
<20250125133225.98B9863DD81@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<289ddb59-6f14-4a45-9d1b-45a2f6df1856@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<20250125152006.EB25B137BE7C@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<CAB+mtHKhDMNaZ2jirajQe0naN4nz_ux6u4M5fFgPiZ5O7Y6Ckg@mail.gmail.com>,scam,,,,,,,,,,,,,,
<autogen-java-a630fe2c-50a1-4c96-9d64-fac92f438184@google.com>,phishing,,,,,,,,,,,,,,
<20250125180722.e06b2d21b1ec27a0@business1.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<20250125180336.1bd209dc84bd55d9@business3.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<189bef64aefb1bd148d4fb0a34d688d1@the.ripeprofitreport.com>,bec,,,,,,,,,,,,,,
<9e0e8396-25ff-4331-afb0-72b159858623@fra3s50mta453.xt.local>,phishing,,,,,,,,,,,,,,
<20250125175521.C4E134021E@mail1.bostonmarketinggroup.com>,phishing,,,,,,,,,,,,,,
<1d84ad4e-eab9-4932-a2b4-e3a8641aa536@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<CADWFe=NBoaKJoxo14bfvAbtLd1N+D08qdrkKh6+eHQR1QEQmgA@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<CADWFe=NBoaKJoxo14bfvAbtLd1N+D08qdrkKh6+eHQR1QEQmgA@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<CADWFe=NBoaKJoxo14bfvAbtLd1N+D08qdrkKh6+eHQR1QEQmgA@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<CADWFe=NBoaKJoxo14bfvAbtLd1N+D08qdrkKh6+eHQR1QEQmgA@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<CADWFe=NBoaKJoxo14bfvAbtLd1N+D08qdrkKh6+eHQR1QEQmgA@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<CALayhj=e7CT8eUSzQt8id_goPBGfSCQ0koZSErCDdUuUuFkdJQ@mail.gmail.com>,bec,,,,,,,,,,,,,,
<CADWFe=NBoaKJoxo14bfvAbtLd1N+D08qdrkKh6+eHQR1QEQmgA@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<20250125132545.56FF01356C44@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125134029.F2C63A6B02E@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<01949e50-acf9-7131-a526-ab0218c8603b@universalecosolutins.ltd>,phishing,,,,,,,,,,,,,,
<mid-237b53b4d59ebb7d86ab066c8b51d03a-1509@chen.safekitchenappliance.com>,phishing,,,,,,,,,,,,,,
<202501251742.50PHgJ82003420-50PHgJ85003420@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<20250125173625.87CF2EAA31@localhost>,malicious,,,,,,,,,,,,,,
<20250125173257.6C3744024E@mail1.bostonmarketinggroup.com>,phishing,,,,,,,,,,,,,,
<20250125134646.12263A6DB23@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<173782609028.374.15222451620398126947@investdeal24.pl>,phishing,,,,,,,,,,,,,,
<mid-fc73cc21775b61f81e0501f045d80cce-1593@pick.studypicker.org>,phishing,,,,,,,,,,,,,,
<mid-ba09adc83e8f65237faf20f8e951b3cd-2224@cop.shopblazeice.com>,phishing,,,,,,,,,,,,,,
<20250115193730.9ABA5D90F3AC8953@myadmiral.com>,phishing,,,,,,,,,,,,,,
<202501251717.50PHGlnD021153-50PHGlnJ021153@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<mid-47a692819e23c3f38679a1e838e00e67-2201@net.promclubnet.com>,bec,,,,,,,,,,,,,,
<4705cf155983414aabddc4f33e0790ec@ypfb.gob.bo>,phishing,,,,,,,,,,,,,,
<autogen-java-276dad0b-01ec-4eda-9736-efab868e35b1@google.com>,phishing,,,,,,,,,,,,,,
<907033512.7411400.1737825006485@mail.yahoo.com>,scam,,,,,,,,,,,,,,
<202501251707.50PH7iPK019508-50PH7iPL019508@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<29eab595-91d9-4ca9-80b7-f64ff0a6b664@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<010001949e685eab-84425248-35d9-400a-adb8-2e90993f94a0-000000@email.amazonses.com>,phishing,,,,,,,,,,,,,,
<e464310d-bca8-481d-8642-6bd7259481a0@DB1PEPF00050A00.eurprd03.prod.outlook.com>,scam,,,,,,,,,,,,,,
<76d9bd15-7c27-4a41-9d36-c7cb0c96608c@AMS0EPF000001AB.eurprd05.prod.outlook.com>,scam,,,,,,,,,,,,,,
<440567800080711.8.NNI2472093996@marketbestoffer.top>,phishing,,,,,,,,,,,,,,
<CAEAER1BA_HOKweqDnGqB6nTYMGVmbBjYpb+_0fLX_3UuCJsXpg@mail.gmail.com>,scam,,,,,,,,,,,,,,
<56cbc44f-f0f6-4b31-b709-eb7f7bb975f0@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<80165ff400c4eee02389c06b883c1639a2fe23@viacorreo.com.ar>,phishing,,,,,,,,,,,,,,
<202501251646.50PGj5xN007306-50PGj5xW007306@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<IA1PR20MB4873A6A19E923414B83ECFCBA6E22@IA1PR20MB4873.namprd20.prod.outlook.com>,scam,,,,,,,,,,,,,,
<nBfc8JlzXEg8O78itfTUdTHSOTfMZb7koS0RLbL7UxQ@mailer-service.de>,phishing,,,,,,,,,,,,,,
<123e889a-6fae-4962-a7fe-3ff418f47554@AMS1EPF00000044.eurprd04.prod.outlook.com>,scam,,,,,,,,,,,,,,
<CAOYvM5qsArrV0jUQxcuE7-VmLqogtS8=xL4e04ptci17+8eJAA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<732375541.58868.1737821954824.JavaMail.zimbra@mossoro.rn.gov.br>,scam,,,,,,,,,,,,,,
<98d13287-2fac-467f-b448-1e3282091f09@DU2PEPF00028D07.eurprd03.prod.outlook.com>,scam,,,,,,,,,,,,,,
<1253c210-9b86-4578-a9b4-023d569fa8df@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<4up8dbiqqwnc.Yl12hU95PyHc4DD2niWjUw2@tracking.relaxations.org>,malicious,,,,,,,,,,,,,,
<822884150162641776029875@DESKTOP-FMFKRG6>,scam,,,,,,,,,,,,,,
<iuxa3000000000000000000000000000000000000000000000SQNJC2009dXQY4ohSy2KAkQ85cK6xA@sfdc.net>,scam,,,,,,,,,,,,,,
<koxEs000000000000000000000000000000000000000000000SQNJC200EsIw73x7RE2ceKVxlbhAww@sfdc.net>,scam,,,,,,,,,,,,,,
<262563110707762.4.GZE9648544063@thebestone.click>,phishing,,,,,,,,,,,,,,
<18b3fc93-721f-4e63-aeb7-4190d9adb4cb@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<18e5875d-405e-4018-a4aa-c54c8aaa2b61@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<720467245400029.8.DTU5111202257@thebestone.click>,phishing,,,,,,,,,,,,,,
<7540414164296671011729@DESKTOP-FMFKRG6>,scam,,,,,,,,,,,,,,
<20250125155658.361b59c606493c16@gupd.marketgainsupdates.com>,bec,,,,,,,,,,,,,,
<VI1PR06MB67493CCF192D548E707E0885FFE22@VI1PR06MB6749.eurprd06.prod.outlook.com>,phishing,,,,,,,,,,,,,,
<202501251553.50PFrUBe023247-50PFrUBg023247@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<8f6db61de92d070c2a60298276a5fff4f37676fe@cz.m2c.eu>,phishing,,,,,,,,,,,,,,
<SL2P216MB1465181381473DFB4CB74831D9E22@SL2P216MB1465.KORP216.PROD.OUTLOOK.COM>,scam,,,,,,,,,,,,,,
<SL2P216MB1465181381473DFB4CB74831D9E22@SL2P216MB1465.KORP216.PROD.OUTLOOK.COM>,scam,,,,,,,,,,,,,,
<202501251547.50PFkOAS015212-50PFkOAb015212@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<91bc914e-1af8-4d85-b3e5-2827a94b9731@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<20250125154234.691032250e1882d2@business3.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<mid-c11d5c0d771ccfb8673906345ba1a576-1509@chen.safekitchenappliance.com>,phishing,,,,,,,,,,,,,,
<mid-2b6ca9cebbf7172aedfd0e822c4e989e-2019@shop.peteralexandershop.com>,phishing,,,,,,,,,,,,,,
<nhxufz17377443765241236@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<rrsvki17377443765216173@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<CAHUbaTDkJSE7d_Fuf49f4rr9XAZig4iUWXxjpjzut-6WE5afcw@mail.gmail.com>,scam,,,,,,,,,,,,,,
<8cdef25da96d474c6fc069c236f2cfb4971924b7bf@sinaglass.com>,phishing,,,,,,,,,,,,,,
<20250124061329.9169F1A0495823C1@gmail.com>,scam,,,,,,,,,,,,,,
<26edc958-fd5e-49a2-96fd-2ed3762d4275@DB5PEPF00014B91.eurprd02.prod.outlook.com>,scam,,,,,,,,,,,,,,
<25119cd3-7220-47fd-adc7-e54ffaf96c4d@AMS0EPF00000198.eurprd05.prod.outlook.com>,scam,,,,,,,,,,,,,,
<20250125110744.42F8A13157D0@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<TYZPR06MB74646DFB486943946CC17B80FAE22@TYZPR06MB7464.apcprd06.prod.outlook.com>,scam,,,,,,,,,,,,,,
<CALy640YvxKEdGLjUJgL5vkQXiuX3QT17ZFRuqTEWLBvyv0+ntw@mail.gmail.com>,bec,,,,,,,,,,,,,,
<20250125150540.f0e88c0fd538d197@business3.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<850656768793916.7.AFU4412447998@marketbestoffer.top>,phishing,,,,,,,,,,,,,,
<mhpixn17377443761068698@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<9f376e9e-76ca-4c78-b328-31a96d5cef12@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<202501251452.50PEpoBQ027338-50PEpoBX027338@mail.millisaraylar.gov.tr>,scam,,,,,,,,,,,,,,
<CAMOsBGsUAo70hHOVDpmaenwv7NZ+CWsbr6gMuEHB1Z3X5F+j5A@mail.gmail.com>,scam,,,,,,,,,,,,,,
<uaasbx17377443759150887@w.wolfsonwallstreet.com>,bec,,,,,,,,,,,,,,
<1ccf3fb5-4119-4bb3-88ca-4f8c2c5a769e@ijberj.org>,bec,,,,,,,,,,,,,,
<20250125110944.9A5AF1316031@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<705ce2be-8263-413c-bd64-cbb0237f2704@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<20250125105740.05F651317103@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125110942.C0C3B1319235@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<45824dbb-f861-4e42-abaf-954951fbb6d1@iad4s12mta1107.xt.local>,bec,,,,,,,,,,,,,,
<19ea0840-a1c1-49ba-8e24-2d0fcafecb44@iad4s12mta1107.xt.local>,bec,,,,,,,,,,,,,,
<20250125105212.190671317336@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125143023.CB64852CB6@mail1.bostonmarketinggroup.com>,phishing,,,,,,,,,,,,,,
<20250125105704.D2E491316F5D@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<173781244501.2372630.17506869553190396522@shoptrafficpro.pl>,phishing,,,,,,,,,,,,,,
<20250125105731.D605C1314EA3@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<CAOG2Rsya5Y3Ygzf5uitShK6nn-m0-aTTTodHi296mLeVo17qiA@mail.gmail.com>,scam,,,,,,,,,,,,,,
<20250125141824.47d9e72e992b4d40@business3.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<PH8PR11MB666015570CEC9374E3EC02E0A8E22@PH8PR11MB6660.namprd11.prod.outlook.com>,scam,,,,,,,,,,,,,,
<20250125110509.B794C1318AEE@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125105447.BEAC7131380C@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125105536.3AFBC1316BEC@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<uoxizv17377443755351913@investingwisejournal.com>,bec,,,,,,,,,,,,,,
<20250125110626.848771318D68@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125140542.cdfe5eb57bab799f@business1.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<20250125140536.a6026f7a73345dac@business3.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<010001949dc6aa39-f086113e-f62e-4b89-9c9a-08b0778b137e-000000@email.amazonses.com>,phishing,,,,,,,,,,,,,,
<010001949dc615d5-72e59843-7ddf-4af1-a39b-6a24e83412c2-000000@email.amazonses.com>,phishing,,,,,,,,,,,,,,
<7d4cf5f7-1358-4888-a303-ebb3f70b2daf@mtl-mta04-out1>,phishing,,,,,,,,,,,,,,
<CADWFe=OgErJVxP=s40HXn713PoxE5EoNfKECvF9A15ObAKd14Q@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<20250125105359.0A64A1315C22@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125110747.59E181319090@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<CADWFe=OgErJVxP=s40HXn713PoxE5EoNfKECvF9A15ObAKd14Q@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<20250125105510.5936B1316AEE@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<CADWFe=OgErJVxP=s40HXn713PoxE5EoNfKECvF9A15ObAKd14Q@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<20250125110947.F1690131926B@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<CADWFe=OgErJVxP=s40HXn713PoxE5EoNfKECvF9A15ObAKd14Q@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<3696609e-2390-4896-82a7-e6118cf52646@Serrsdexhcn1.dubaimetro.local>,scam,,,,,,,,,,,,,,
<20250125111044.B1DEA13194AF@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<CADWFe=OgErJVxP=s40HXn713PoxE5EoNfKECvF9A15ObAKd14Q@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<9f02e556-1ffa-4cd4-b1ea-99d3288d5fe4@Serrsdexhcn1.dubaimetro.local>,scam,,,,,,,,,,,,,,
<20250125135305.9fb4ff96c1e0b048@business2.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<CADWFe=OgErJVxP=s40HXn713PoxE5EoNfKECvF9A15ObAKd14Q@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<CADWFe=OgErJVxP=s40HXn713PoxE5EoNfKECvF9A15ObAKd14Q@mail.gmail.com>,phishing,,,,,,,,,,,,,,
<20250125105504.6A1DA1316A91@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125105602.02DD7131446C@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<870c0ea4-061a-4db5-bd94-dd830ca50d9b@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<a5d0c2ab-c01f-408b-81d8-ff73a8025049@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<20250125104140.0791F1314EF4@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125104105.14F741311A72@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125105740.C475C131483D@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125134716.9cb9978ff354d34e@business1.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<20250125110943.99F621313041@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<574e90f3-1300-4e71-bd99-354791bd08d9@mtl-mta03-out2>,phishing,,,,,,,,,,,,,,
<20250125133817.6b6049ab8bf4c65a@business1.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,
<20250125133634.2B16052CC6@mail1.bostonmarketinggroup.com>,phishing,,,,,,,,,,,,,,
<CAOL0kdxg8nSRvWcONFfw6D4uJpyH42xb2H+EbRYpfpD5XTXA-A@mail.gmail.com>,scam,,,,,,,,,,,,,,
<20250125110614.842D31318D04@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125104035.291391313599@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<autogen-java-1cffef8e-0c77-43bd-a7ad-de6b5efd9782@google.com>,phishing,,,,,,,,,,,,,,
<20250125110614.CDB951318D0A@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
<20250125104042.87E581314D26@lnpmf-zimbra.pmf.sc.gov.br>,scam,,,,,,,,,,,,,,
